ydeg ymin ysec xdeg xmin xsec sourcedist
19 11 15 69 56 45 60
19 11 45 69 56 45 61
19 11 15 69 56 45 62
19 11 45 69 56 45 63
19 11 45 69 56 15 64
19 10 45 70 6 15 1
19 10 15 70 6 15 2
19 10 15 70 6 45 3
19 10 15 70 7 15 4
19 9 45 70 7 15 5
19 9 45 70 7 45 6
19 9 15 70 7 45 7
19 8 45 70 7 45 8
19 8 45 70 8 15 9
19 8 15 70 8 15 10
19 7 45 70 8 15 11
19 7 45 70 8 45 12
19 7 15 70 8 45 13
19 6 45 70 8 45 14
19 6 15 70 8 45 15
19 6 15 70 9 15 16
19 5 45 70 9 15 17
19 5 15 70 9 15 18
19 23 45 70 31 15 1
19 23 45 70 31 45 2
19 24 15 70 31 45 3
19 24 45 70 31 45 4
19 25 15 70 31 45 5
19 25 45 70 31 45 6
19 26 15 70 31 45 7
19 26 45 70 31 45 8
19 27 15 70 31 45 9
18 43 45 68 35 45 1
18 43 45 68 36 15 2
18 43 15 68 36 15 3
18 43 15 68 36 45 4
18 42 45 68 36 45 5
18 42 15 68 36 45 6
18 42 15 68 37 15 7
18 41 45 68 37 15 8
18 52 45 68 41 45 1
18 52 15 68 41 45 2
18 52 15 68 41 15 3
18 51 45 68 41 15 4
18 51 45 68 40 45 5
18 51 15 68 40 45 6
18 50 45 68 40 45 7
18 50 45 68 40 15 8
18 50 15 68 40 15 9
18 49 45 68 40 15 10
18 49 45 68 40 15 1
18 49 45 68 39 45 2
18 49 45 68 39 15 3
18 49 15 68 39 15 4
18 49 45 68 39 15 5
18 49 45 68 38 45 6
18 49 45 68 38 15 7
18 49 45 68 37 45 8
18 49 15 68 37 45 9
18 49 15 68 37 15 10
18 49 15 68 37 15 1
18 49 15 68 36 45 2
18 49 45 68 36 45 3
18 49 45 68 36 15 4
18 49 45 68 36 15 1
18 49 15 68 36 15 2
18 49 15 68 35 45 3
19 44 15 71 27 15 1
19 44 15 71 27 45 2
19 44 45 71 27 45 3
19 44 45 71 28 15 4
19 44 45 71 28 45 5
19 45 15 71 28 45 6
19 45 15 71 29 15 7
19 45 45 71 29 15 8
19 45 45 71 29 45 9
19 46 15 71 29 45 10
19 46 15 71 30 15 11
19 44 15 71 27 15 1
19 44 15 71 26 45 2
19 33 15 70 51 45 1
19 33 15 70 52 15 2
19 33 45 70 52 15 3
19 44 15 71 26 45 1
19 44 15 71 27 15 2
19 33 45 70 52 15 1
19 33 45 70 52 45 2
19 33 45 70 53 15 3
19 33 45 70 53 15 1
19 33 45 70 52 45 2
19 33 45 70 52 15 3
19 29 45 70 44 15 1
19 29 15 70 43 15 1
19 26 45 70 41 15 1
19 26 45 70 41 15 1
19 26 15 70 41 15 2
19 27 15 70 41 15 1
19 28 45 70 41 45 1
19 28 15 70 41 45 2
19 28 15 70 41 15 3
19 27 45 70 41 15 4
19 26 45 70 40 15 1
19 26 45 70 40 45 2
19 26 45 70 40 45 1
19 26 45 70 41 15 2
19 27 15 70 41 15 3
19 26 45 70 40 45 1
19 26 45 70 40 15 2
19 27 15 70 41 15 1
19 26 45 70 41 15 2
19 26 45 70 40 45 3
19 27 15 70 41 15 1
19 27 15 70 41 15 1
19 26 45 70 41 15 2
19 26 45 70 41 15 1
19 26 45 70 41 15 1
19 27 15 70 41 15 2
19 27 15 70 41 15 1
19 26 45 70 41 15 2
19 26 45 70 41 15 1
19 26 45 70 41 15 1
19 27 15 70 41 15 2
19 26 45 70 41 15 1
19 26 45 70 41 15 1
19 26 45 70 41 15 1
19 26 45 70 41 15 1
19 27 15 70 41 15 2
19 26 45 70 41 15 3
19 26 45 70 40 45 1
19 26 45 70 41 15 2
19 27 15 70 41 15 3
19 26 45 70 41 15 4
19 26 45 70 41 15 1
19 26 45 70 41 15 1
19 23 45 70 31 15 1
19 23 15 70 31 15 2
19 23 15 70 31 45 3
19 23 15 70 32 15 4
19 22 45 70 32 15 5
19 22 15 70 32 15 6
19 22 15 70 32 45 7
19 21 45 70 32 45 8
19 21 45 70 33 15 9
19 22 15 70 33 15 10
19 22 15 70 33 45 11
19 21 45 70 33 45 12
19 21 45 70 34 15 13
19 21 45 70 34 45 14
19 21 15 70 34 45 15
19 21 15 70 35 15 16
19 20 45 70 35 15 17
19 20 45 70 35 45 18
19 10 15 69 50 15 1
19 10 45 69 50 15 2
19 10 45 69 49 45 3
19 11 15 69 49 45 4
19 11 45 69 49 45 5
19 12 15 69 49 45 6
19 12 15 69 49 15 7
19 12 45 69 49 15 8
19 12 45 69 48 45 9
19 13 15 69 48 45 10
19 13 15 69 48 15 11
19 13 45 69 48 15 12
19 13 45 69 47 45 13
19 14 15 69 47 45 14
19 14 15 69 47 15 15
19 14 45 69 47 15 16
19 15 15 69 47 15 17
19 15 15 69 46 45 18
19 32 45 71 42 15 1
19 32 45 71 42 45 2
18 46 15 69 45 15 1
18 46 15 69 45 45 2
18 46 15 69 46 15 3
18 46 45 69 46 15 4
18 47 15 69 46 15 5
19 38 15 71 31 15 1
19 38 15 71 31 45 2
19 38 15 71 32 15 3
19 38 45 71 32 15 4
19 38 45 71 32 45 5
19 38 45 71 33 15 6
19 39 15 71 33 15 7
19 39 15 71 33 45 8
19 39 15 71 34 15 9
19 39 15 71 34 45 10
19 39 15 71 35 15 11
19 39 15 71 35 45 12
19 39 15 71 36 15 13
19 39 15 71 36 45 14
19 39 15 71 37 15 15
19 39 15 71 37 45 16
19 39 45 71 37 45 17
19 39 45 71 38 15 18
19 39 15 71 35 45 1
19 38 45 71 35 45 2
19 38 45 71 36 15 3
19 38 45 71 36 45 4
19 38 15 71 36 45 5
19 37 45 71 36 45 6
19 37 45 71 37 15 7
19 37 15 71 37 15 8
19 37 15 71 37 45 9
19 36 45 71 37 45 10
18 30 15 69 18 15 1
18 29 45 69 18 15 2
18 29 15 69 18 15 3
18 28 45 69 18 15 4
18 28 15 69 18 15 5
18 27 45 69 18 15 6
18 45 15 69 1 45 1
18 45 15 69 2 15 2
18 45 45 69 2 15 3
18 46 15 69 2 15 4
18 46 15 69 2 45 5
18 27 45 69 55 15 1
18 27 45 69 55 15 1
18 32 15 69 51 45 1
18 32 15 69 51 45 1
18 32 45 69 51 45 2
18 29 45 69 59 15 1
18 30 15 69 59 15 2
18 30 45 69 59 15 3
18 31 15 69 59 15 4
18 30 15 69 59 15 1
18 30 15 69 59 15 1
18 30 15 69 59 15 1
18 30 15 69 59 15 1
18 30 45 69 52 15 1
18 49 15 70 2 45 1
18 49 15 70 3 15 2
18 49 45 70 3 15 3
18 49 45 70 3 45 4
18 50 15 70 3 45 5
18 50 15 70 4 15 6
18 49 45 70 4 15 7
18 49 45 70 4 45 8
18 49 45 70 5 15 9
18 49 45 70 5 45 10
18 49 15 70 5 45 11
18 49 15 70 6 15 12
18 48 45 70 6 15 13
18 48 45 70 6 45 14
18 48 45 70 7 15 15
18 48 45 70 7 45 16
18 48 15 70 7 45 17
18 48 15 70 7 15 18
18 47 45 70 7 15 19
18 47 45 70 7 45 20
18 47 45 70 8 15 21
18 47 45 70 8 45 22
18 47 15 70 8 45 23
18 47 15 70 9 15 24
18 47 15 70 8 45 25
18 47 15 70 9 15 26
18 47 15 70 9 45 27
18 46 45 70 9 45 28
18 46 45 70 9 15 29
18 46 45 70 9 45 30
18 46 15 70 9 45 31
18 46 15 70 9 15 32
18 46 15 70 9 45 33
18 46 15 70 9 15 34
18 46 15 70 9 45 35
18 46 15 70 10 15 36
18 46 15 70 10 45 37
18 46 45 70 10 45 38
18 46 45 70 11 15 39
18 47 15 70 11 15 40
18 47 15 70 11 45 41
18 47 15 70 12 15 42
18 47 45 70 12 15 43
18 48 15 70 12 15 44
18 48 45 70 12 15 45
18 48 45 70 11 45 46
18 49 15 70 11 45 47
18 49 45 70 11 45 48
18 49 45 70 11 15 49
18 50 15 70 11 15 50
18 50 15 70 11 45 51
18 50 15 70 12 15 52
18 50 45 70 12 15 53
18 50 45 70 12 45 54
18 51 15 70 12 45 55
18 51 45 70 12 45 56
18 52 15 70 12 45 57
18 52 15 70 13 15 58
18 52 15 70 13 45 59
18 52 45 70 13 45 60
18 53 15 70 13 45 61
18 53 15 70 14 15 62
18 53 45 70 14 15 63
18 53 45 70 14 45 64
18 31 15 69 54 15 1
18 31 15 69 54 15 1
18 31 15 69 53 45 1
18 31 15 69 54 15 2
18 31 45 69 54 15 3
18 29 15 69 58 45 1
18 29 45 69 58 45 2
18 29 45 69 59 15 3
18 29 45 69 59 45 4
18 30 15 69 59 45 5
18 30 15 69 59 45 1
18 30 15 69 59 45 1
18 29 15 69 58 15 1
18 29 15 69 58 45 2
18 29 15 69 58 15 1
18 32 15 69 54 15 1
18 32 15 69 54 15 1
18 31 15 69 54 15 1
19 12 15 69 20 15 1
19 12 15 69 20 15 1
19 12 15 69 20 15 1
19 12 15 69 19 45 1
19 12 15 69 19 15 2
19 12 15 69 19 45 3
19 12 15 69 20 15 1
19 12 15 69 20 45 2
19 12 15 69 20 15 1
19 12 15 69 20 15 1
19 12 15 69 20 15 1
19 12 15 69 20 15 1
19 12 15 69 20 15 1
19 12 15 69 19 45 2
19 12 15 69 19 45 1
19 12 15 69 20 15 2
19 12 15 69 19 15 1
19 12 15 69 19 15 1
18 30 45 69 54 45 1
18 30 45 69 54 45 1
18 30 45 69 54 15 2
18 30 15 69 59 45 1
18 32 45 69 54 15 1
18 33 15 69 54 15 2
18 25 45 70 1 15 1
18 25 45 70 1 45 2
18 25 15 70 1 45 3
19 17 45 70 15 15 1
19 17 15 70 15 15 2
19 17 15 70 14 45 3
19 22 15 70 21 15 1
19 22 45 70 21 15 2
19 23 15 70 21 15 3
19 23 45 70 21 15 4
19 23 45 70 21 45 5
19 23 45 70 21 15 6
19 24 15 70 21 15 7
19 24 15 70 21 45 8
19 24 45 70 21 45 9
19 24 45 70 21 15 10
19 24 45 70 21 45 11
19 25 15 70 21 45 12
19 25 15 70 21 15 13
19 25 45 70 21 15 14
19 25 45 70 20 45 15
19 26 15 70 20 45 16
19 26 45 70 20 45 17
19 27 15 70 20 45 18
19 27 45 70 20 45 19
19 28 15 70 20 45 20
19 28 15 70 20 15 21
19 28 15 70 19 45 22
19 28 45 70 19 45 23
19 29 15 70 19 45 24
19 29 15 70 19 15 25
19 29 45 70 19 15 26
19 30 15 70 19 15 27
19 30 45 70 19 15 28
19 30 45 70 18 45 29
19 30 45 70 18 15 30
19 30 45 70 17 45 31
19 31 15 70 17 45 32
19 31 45 70 17 45 33
19 32 15 70 17 45 34
19 32 15 70 17 15 35
19 32 45 70 17 15 36
19 33 15 70 17 15 37
19 33 15 70 16 45 38
19 33 45 70 16 45 39
19 33 45 70 16 15 40
19 34 15 70 16 15 41
19 34 45 70 16 15 42
19 34 45 70 15 45 43
19 35 15 70 15 45 44
19 35 15 70 15 15 45
19 35 15 70 14 45 46
19 35 45 70 14 45 47
19 35 45 70 15 15 48
19 36 15 70 15 15 49
19 36 15 70 15 45 50
19 36 15 70 15 15 51
19 36 45 70 15 15 52
19 36 45 70 15 45 53
19 36 45 70 16 15 54
19 37 15 70 16 15 55
18 43 15 69 37 45 1
18 43 45 69 37 45 2
18 44 15 69 37 45 3
18 44 45 69 37 45 4
18 44 45 69 38 15 5
18 45 15 69 38 15 6
18 45 15 69 38 45 7
18 45 45 69 38 45 8
18 45 45 69 39 15 9
18 45 45 69 39 45 10
18 43 15 69 54 45 1
18 42 45 69 54 45 2
18 42 15 69 54 45 3
18 42 15 69 55 15 4
18 41 45 69 55 15 5
18 43 15 69 53 15 1
18 43 45 69 53 15 2
18 43 45 69 53 45 3
18 44 15 69 53 45 4
18 44 45 69 53 45 5
18 43 15 69 59 15 1
18 43 15 69 58 45 2
18 43 15 69 59 15 3
18 43 45 69 59 15 4
18 27 45 70 2 45 1
18 27 15 70 2 45 2
18 27 15 70 2 15 3
18 26 45 70 2 15 4
18 26 45 70 2 15 1
18 26 15 70 2 15 2
18 26 15 70 1 45 3
18 26 15 70 2 15 4
18 27 45 70 3 45 1
18 27 15 70 3 45 2
18 27 15 70 3 15 3
18 27 45 70 3 15 4
18 27 45 70 2 45 5
18 28 15 70 4 45 1
18 27 45 70 4 45 2
18 27 45 70 4 15 3
18 27 45 70 3 45 4
18 25 45 69 58 45 1
18 25 45 69 59 15 2
18 25 45 69 59 45 3
18 25 45 70 0 15 4
18 25 45 70 0 45 5
18 25 15 70 0 45 6
18 25 45 69 58 45 1
18 25 45 69 58 15 2
18 25 45 69 57 45 3
18 26 15 69 57 45 4
18 26 15 69 57 15 5
18 26 15 69 56 45 6
18 26 45 69 56 45 7
18 26 45 69 56 15 8
18 40 15 69 53 15 1
18 40 15 69 53 45 2
18 40 15 69 54 15 3
18 40 15 69 54 45 4
18 40 45 69 54 45 5
18 40 45 69 55 15 6
18 41 15 69 55 15 7
18 41 45 69 55 15 8
18 35 45 69 50 45 1
18 36 15 69 50 45 2
18 36 15 69 51 15 3
18 36 45 69 51 15 4
18 36 45 69 51 45 5
18 37 15 69 51 45 6
18 37 45 69 51 45 7
18 38 15 69 51 45 8
18 38 15 69 52 15 9
18 38 45 69 52 15 10
18 39 15 69 52 15 11
18 39 15 69 52 45 12
18 39 45 69 52 45 13
18 40 15 69 52 45 14
18 40 15 69 53 15 15
18 34 45 69 51 45 1
18 34 45 69 51 15 2
18 34 15 69 53 15 1
18 34 45 69 53 15 2
18 35 15 69 53 15 3
18 35 15 69 52 45 4
18 35 15 69 52 15 5
18 35 15 69 51 45 6
18 34 45 69 51 45 7
18 34 15 69 54 45 1
18 33 45 69 54 45 2
18 33 45 69 54 15 3
18 33 15 69 54 15 4
18 35 15 69 55 45 1
18 35 15 69 55 15 2
18 34 45 69 55 15 3
18 34 15 69 55 15 4
18 34 15 69 54 45 5
18 36 45 69 55 15 1
18 36 15 69 55 15 2
18 36 15 69 55 45 3
18 35 45 69 55 45 4
18 35 15 69 55 45 5
18 39 45 69 57 15 1
18 39 45 69 57 45 2
18 39 15 69 57 45 3
18 39 15 69 57 15 4
18 38 45 69 57 15 5
18 38 45 69 57 45 6
18 38 15 69 57 45 7
18 38 15 69 57 15 8
18 37 45 69 57 15 9
18 37 45 69 56 45 10
18 37 15 69 56 45 11
18 37 15 69 56 15 12
18 36 45 69 56 15 13
18 36 45 69 55 45 14
18 36 45 69 55 15 15
18 33 45 69 41 45 1
18 34 15 69 41 45 2
18 34 15 69 41 15 3
18 34 45 69 41 15 4
18 35 15 69 41 15 5
18 35 45 69 41 15 6
18 36 15 69 41 15 7
18 36 15 69 40 45 8
18 36 45 69 40 45 9
18 36 45 69 40 15 10
18 37 15 69 40 15 11
18 37 15 69 39 45 12
18 37 15 69 39 45 1
18 37 45 69 39 45 2
18 37 45 69 39 15 3
18 37 45 69 38 45 4
18 38 15 69 38 45 5
18 38 45 69 38 45 6
18 38 45 69 38 15 7
18 39 15 69 38 15 8
18 39 45 69 38 15 9
18 39 45 69 37 45 10
18 40 15 69 37 45 11
18 28 45 69 33 15 1
18 28 45 69 33 45 2
18 28 45 69 34 15 3
18 29 15 69 34 15 4
18 29 15 69 34 45 5
18 29 15 69 35 15 6
18 29 45 69 35 15 7
18 29 45 69 35 45 8
18 29 45 69 36 15 9
18 30 15 69 36 15 10
18 30 15 69 36 45 11
18 30 15 69 37 15 12
18 30 15 69 37 45 13
18 30 45 69 42 45 1
18 30 45 69 43 15 2
18 30 45 69 43 45 3
18 31 15 69 43 45 4
18 31 15 69 44 15 5
18 31 45 69 44 15 6
18 31 45 69 44 45 7
18 31 45 69 45 15 8
18 31 45 69 45 45 9
18 31 45 69 46 15 10
18 31 45 69 46 45 11
18 31 45 69 47 15 12
18 31 45 69 47 45 13
18 31 45 69 48 15 14
18 32 15 69 48 15 15
18 32 15 69 48 45 16
18 31 45 69 48 45 17
18 31 45 69 49 15 18
18 31 45 69 49 45 19
18 31 15 69 49 45 20
18 30 15 69 37 45 1
18 30 45 69 37 45 2
18 30 45 69 38 15 3
18 31 15 69 38 15 4
18 31 15 69 38 45 5
18 31 15 69 39 15 6
18 31 15 69 39 45 7
18 31 15 69 40 15 8
18 31 15 69 40 45 9
18 31 15 69 41 15 10
18 31 15 69 41 45 11
18 31 15 69 42 15 12
18 30 45 69 42 15 13
18 30 45 69 42 45 14
18 27 45 69 46 15 1
18 27 45 69 45 45 2
18 27 45 69 45 15 3
18 27 45 69 44 45 4
18 27 45 69 44 15 5
18 27 45 69 43 45 6
18 27 45 69 43 15 7
18 27 15 69 43 15 8
18 27 15 69 42 45 9
18 27 15 69 42 15 10
18 27 15 69 41 45 11
18 17 15 73 47 15 1
18 16 45 73 47 15 2
18 16 15 73 47 15 3
18 16 15 73 46 45 4
18 12 15 73 45 45 1
18 38 15 74 6 45 1
18 37 45 74 6 45 2
18 37 45 74 7 15 3
18 37 15 74 7 15 4
18 36 45 74 7 15 5
18 36 45 74 7 45 6
18 36 45 74 8 15 7
18 36 45 74 8 45 8
18 36 45 74 9 15 9
18 36 45 74 9 45 10
18 36 45 74 10 15 11
18 36 15 74 10 15 12
18 35 45 74 10 15 13
18 35 45 74 10 45 14
18 35 45 74 11 15 15
18 35 45 74 11 45 16
18 35 45 74 12 15 17
18 35 15 74 12 15 18
18 35 15 74 12 45 19
18 34 45 74 12 45 20
18 34 45 74 13 15 21
18 34 45 74 13 45 22
18 34 15 74 13 45 23
18 34 15 74 14 15 24
18 38 15 74 6 45 1
18 37 45 74 6 45 2
18 34 15 74 25 15 1
18 33 45 74 25 15 2
18 33 15 74 25 15 3
18 33 15 74 25 45 4
18 32 45 74 25 45 5
18 32 45 74 26 15 6
18 32 15 74 26 15 7
18 32 15 74 25 45 8
18 31 45 74 25 45 9
18 31 45 74 26 15 10
18 31 15 74 26 15 11
18 30 45 74 26 15 12
18 30 45 74 26 45 13
18 30 15 74 26 45 14
18 29 45 74 26 45 15
18 29 45 74 27 15 16
18 30 15 74 27 15 17
18 29 45 74 27 15 18
18 29 15 74 27 15 19
18 28 45 74 27 15 20
18 28 45 74 26 45 21
18 28 15 74 26 45 22
18 28 15 74 27 15 23
18 27 45 74 27 15 24
18 27 45 74 27 45 25
18 27 45 74 27 15 26
18 27 45 74 27 45 27
18 27 15 74 27 45 28
18 26 45 74 27 45 29
18 26 15 74 27 45 30
18 26 15 74 27 15 31
18 26 45 74 27 15 32
18 26 15 74 27 15 33
18 26 15 74 26 45 34
18 26 15 74 26 15 35
18 25 45 74 26 15 36
18 25 15 74 26 15 37
18 24 45 74 26 15 38
18 24 45 74 26 45 39
18 24 15 74 26 45 40
18 24 15 74 27 15 41
18 23 45 74 27 15 42
18 33 45 74 25 15 1
18 33 45 74 24 45 2
18 25 15 72 46 15 1
18 25 45 72 46 15 1
18 31 15 73 30 15 1
18 31 15 73 29 45 2
18 30 45 73 29 45 3
18 30 45 73 29 15 4
18 30 45 73 28 45 5
18 30 45 73 28 15 6
18 30 45 73 27 45 7
18 30 45 73 27 15 8
18 30 45 73 26 45 9
18 30 45 73 26 15 10
18 30 45 73 25 45 11
18 30 45 73 25 15 12
18 30 45 73 24 45 13
18 30 15 73 24 45 14
18 30 15 73 24 15 15
18 30 15 73 23 45 16
18 30 15 73 23 15 17
18 30 15 73 22 45 18
18 30 15 73 22 15 19
18 29 45 73 22 15 20
18 29 45 73 21 45 21
18 30 15 73 21 45 22
18 30 15 73 21 15 23
18 29 45 73 21 15 24
18 30 15 73 21 15 25
18 29 45 73 21 15 26
18 29 45 73 20 45 27
18 29 45 73 20 45 1
18 29 45 73 20 15 2
18 29 45 73 19 45 3
18 29 15 73 19 45 4
18 29 15 73 19 15 5
18 29 15 73 18 45 6
18 28 45 73 18 45 7
19 9 15 72 37 15 1
19 9 15 72 36 45 2
19 8 45 72 30 15 1
19 9 15 72 30 15 2
19 9 45 72 30 15 3
19 9 45 72 29 45 4
19 10 15 72 29 45 5
19 10 45 72 29 45 6
19 7 15 72 29 15 1
19 7 15 72 29 45 2
19 6 45 72 29 45 3
19 6 45 72 30 15 4
19 4 45 71 50 45 1
19 4 45 71 51 15 2
19 4 45 71 51 45 3
19 4 45 71 52 15 4
19 19 45 72 35 15 1
19 19 15 72 35 15 2
19 19 15 72 34 45 3
19 40 15 71 50 45 1
19 40 15 71 50 15 2
19 39 45 71 50 15 3
19 39 15 71 50 15 4
19 39 15 71 49 45 5
19 38 45 71 49 45 6
19 38 15 71 49 45 7
19 8 45 72 40 15 1
19 9 15 72 40 15 2
19 9 15 72 39 45 3
19 9 15 72 39 15 4
19 9 15 72 38 45 5
19 9 15 72 38 15 6
19 9 15 72 37 45 7
19 29 45 72 13 15 1
19 29 15 72 13 15 2
19 29 15 72 12 45 3
19 19 45 72 35 15 1
18 14 15 72 31 15 1
18 14 15 72 31 45 2
18 31 15 72 35 15 1
18 31 45 72 35 15 2
18 32 15 72 35 15 3
18 32 15 72 34 45 4
18 32 45 72 34 45 5
18 30 45 72 37 45 1
18 31 15 72 37 45 2
18 31 45 72 37 45 3
18 31 45 72 37 15 4
18 32 15 72 37 15 5
18 32 15 72 36 45 6
18 32 45 72 36 45 7
18 25 45 72 44 45 1
18 25 15 72 44 45 2
18 25 15 72 44 15 3
18 25 15 72 43 45 4
18 30 15 72 37 15 1
18 30 15 72 36 45 2
18 30 15 72 36 15 3
18 29 45 72 36 15 4
18 29 45 72 35 45 5
18 29 45 72 35 15 6
18 29 15 72 35 15 7
18 29 15 72 34 45 8
18 27 45 72 36 45 1
18 27 15 72 36 45 2
18 27 15 72 37 15 3
18 27 15 72 37 45 4
18 27 15 72 38 15 5
18 14 15 72 21 45 1
18 13 45 72 21 45 2
18 14 15 72 21 45 3
18 13 45 72 21 45 4
18 13 45 72 22 15 5
18 14 15 72 22 15 6
18 14 15 72 22 45 7
18 14 15 72 23 15 8
18 13 45 72 23 15 9
18 13 45 72 23 45 10
18 31 45 72 34 15 1
18 32 15 72 34 15 2
18 32 15 72 33 45 3
18 32 45 72 33 45 4
18 32 45 72 34 15 5
19 56 45 72 48 45 1
19 56 45 72 49 15 2
19 56 45 72 49 45 3
19 56 15 72 49 45 4
19 54 15 72 49 45 1
19 54 45 72 49 45 2
19 55 15 72 49 45 3
19 55 15 72 50 15 4
19 55 45 72 50 15 5
19 55 45 72 50 45 6
19 54 15 72 38 15 1
19 54 15 72 38 45 2
19 54 45 72 38 45 3
19 54 45 72 39 15 4
19 54 15 72 39 15 5
19 54 45 72 39 15 6
19 54 45 72 39 45 7
19 55 15 72 39 45 8
19 54 45 72 39 45 9
19 54 45 72 40 15 10
19 55 15 72 40 15 11
19 55 15 72 40 45 12
19 55 15 72 41 15 13
19 55 15 72 41 45 14
19 55 15 72 42 15 15
19 56 15 72 50 15 1
19 31 45 72 50 45 1
19 31 45 72 51 15 2
19 32 15 72 51 15 3
19 32 15 72 51 45 4
19 32 15 72 52 15 5
19 32 45 72 52 15 6
19 32 45 72 52 45 7
19 32 45 72 53 15 8
19 33 15 72 53 15 9
19 33 15 72 52 45 10
19 33 15 72 53 15 11
19 33 15 72 53 45 12
19 33 45 72 53 45 13
19 33 45 72 54 15 14
19 33 45 72 54 45 15
19 34 15 72 54 45 16
19 34 15 72 55 15 17
19 34 45 72 55 15 18
19 34 45 72 55 45 19
19 34 45 72 56 15 20
19 34 45 72 56 45 21
19 34 45 72 57 15 22
19 35 15 72 57 15 23
19 35 45 72 57 15 24
19 35 45 72 57 45 25
19 36 15 72 57 45 26
19 36 15 72 58 15 27
19 36 45 72 58 15 28
19 36 45 72 58 45 29
19 36 45 72 59 15 30
19 36 45 72 59 45 31
19 36 45 72 60 15 32
19 36 45 73 0 15 33
19 37 15 73 0 15 34
19 37 15 73 0 45 35
19 36 45 73 0 45 36
19 37 15 73 0 45 37
19 37 15 73 1 15 38
19 37 15 73 1 45 39
19 37 15 73 2 15 40
19 37 15 73 2 45 41
19 37 45 73 2 45 42
19 37 45 73 3 15 43
19 37 45 73 3 45 44
19 38 15 73 3 45 45
19 38 15 73 4 15 46
19 38 15 73 4 45 47
19 38 15 73 5 15 48
19 38 15 73 5 45 49
19 38 45 73 5 45 50
19 38 45 73 6 15 51
19 38 45 73 6 45 52
19 38 45 73 7 15 53
19 39 15 73 7 15 54
19 39 15 73 7 45 55
19 39 15 73 8 15 56
19 38 45 73 8 15 57
19 38 45 73 7 45 58
19 38 45 73 8 15 59
19 38 15 73 8 15 60
19 37 45 73 8 15 61
19 37 45 73 7 45 62
19 37 45 73 8 15 63
19 37 45 73 8 45 64
19 37 45 73 9 15 65
19 37 45 73 9 45 66
19 38 15 73 9 45 67
19 38 15 73 10 15 68
19 38 15 73 10 45 69
19 38 45 73 10 45 70
19 38 45 73 11 15 71
19 38 45 73 11 45 72
19 39 15 73 11 45 73
19 39 15 73 12 15 74
19 39 45 73 12 15 75
19 39 45 73 12 45 76
19 46 15 72 11 45 1
19 45 45 72 11 45 2
19 26 15 72 26 15 1
19 26 45 72 26 15 2
19 26 45 72 26 45 3
19 39 15 72 4 15 1
19 39 45 72 4 15 2
19 39 45 72 4 45 3
19 39 45 72 5 15 4
19 39 45 72 5 45 5
19 40 15 72 5 45 6
19 40 15 72 6 15 7
19 40 15 72 6 45 8
19 40 15 72 7 15 9
19 41 45 72 10 45 1
19 41 15 72 10 45 2
19 40 45 72 10 45 3
19 40 15 72 10 45 4
19 40 15 72 11 15 5
19 39 45 72 11 15 6
19 39 15 72 11 15 7
19 39 15 72 10 45 8
19 38 45 72 10 45 9
19 28 15 72 40 15 1
19 28 15 72 40 45 2
19 27 45 72 40 45 3
19 27 45 72 41 15 4
19 27 45 72 41 45 5
18 39 15 72 5 45 1
18 26 45 72 17 15 1
18 27 15 72 17 15 2
18 32 15 72 24 15 1
18 32 15 72 23 45 2
18 32 45 72 23 45 3
18 34 15 72 13 15 1
18 34 15 72 13 45 2
18 34 45 72 13 45 3
18 38 15 72 15 45 1
18 37 45 72 15 45 2
18 37 45 72 16 15 3
18 18 45 72 14 15 1
18 19 15 72 14 15 2
18 19 15 72 14 45 3
18 19 15 72 14 15 4
18 23 15 71 51 15 1
18 23 45 71 51 15 2
18 23 45 71 51 45 3
18 24 15 71 51 45 4
18 24 15 71 52 15 5
18 24 15 71 52 45 6
18 24 15 71 53 15 7
18 24 45 71 53 15 8
18 34 45 72 19 15 1
18 34 45 72 19 45 2
18 35 15 72 19 45 3
18 39 45 72 10 45 1
18 39 45 72 10 15 2
18 39 15 72 10 15 3
18 39 15 72 9 45 4
18 39 15 72 9 15 5
18 39 15 72 8 45 6
18 26 45 72 16 45 1
18 26 15 72 16 45 2
18 26 45 72 16 45 3
18 26 45 72 17 15 4
18 32 45 72 20 15 1
18 32 15 72 20 15 2
18 33 15 72 12 15 1
18 33 45 72 12 15 2
18 34 15 72 12 15 3
18 30 15 71 58 15 1
18 39 45 72 3 45 1
18 39 45 72 4 15 2
18 32 45 72 18 15 1
18 33 15 72 18 15 2
18 32 15 72 24 45 1
18 32 15 72 24 15 2
18 32 45 72 24 15 3
18 33 15 72 24 15 4
18 34 15 72 19 45 1
18 34 15 72 19 15 2
18 23 15 72 17 15 1
18 23 45 72 17 15 2
18 23 45 72 17 45 3
18 34 15 72 19 45 1
18 34 45 72 19 45 2
18 34 45 72 20 15 3
18 32 45 72 29 15 1
18 32 45 72 28 45 2
18 32 45 72 28 15 3
18 32 45 72 27 45 4
18 32 45 72 27 15 5
18 32 45 72 26 45 6
18 32 45 72 26 15 7
18 32 15 72 26 15 8
18 14 45 71 50 45 1
18 14 45 71 50 15 2
18 15 15 71 50 15 3
18 15 15 71 49 45 4
18 15 45 71 49 45 5
18 15 45 71 49 15 6
18 16 15 71 49 15 7
18 16 15 71 48 45 8
18 16 45 71 48 45 9
18 16 45 71 48 15 10
18 17 15 71 48 15 11
18 17 15 71 47 45 12
18 17 15 71 47 15 13
