ydeg ymin ysec xdeg xmin xsec sourcedist
19 38 45 72 38 45 115
19 29 45 72 29 15 55
19 45 15 73 22 45 4
18 35 45 70 32 15 43
18 41 45 69 51 45 115
19 31 45 72 33 45 74
18 14 15 72 49 45 103
19 34 15 72 28 15 7
19 39 45 72 32 45 95
18 32 45 68 50 45 139
18 30 45 70 30 45 62
18 20 15 71 22 15 60
18 27 15 74 17 15 84
18 38 15 72 10 15 3
18 53 45 71 54 15 322
19 20 15 72 5 45 79
18 24 45 71 56 15 69
18 20 45 72 57 45 6
18 27 45 72 6 15 115
18 37 15 71 56 45 4
19 18 15 71 15 15 67
19 21 15 71 0 45 295
18 42 45 72 15 15 3
19 28 15 71 4 45 264
18 52 45 70 31 45 51
19 47 15 71 35 45 369
18 45 45 71 3 45 51
18 26 45 72 37 15 4
19 4 45 71 52 45 92
19 12 45 72 46 45 542
18 22 45 72 20 15 3
19 7 45 69 57 15 1
18 24 45 74 14 45 38
18 11 45 73 44 15 74
18 50 45 72 5 45 365
18 16 45 70 34 15 109
19 24 45 72 29 15 4
18 19 15 72 17 45 8
18 23 15 73 37 45 3
19 6 15 72 2 45 39
18 23 15 74 23 15 39
18 37 45 69 24 15 113
18 32 45 74 16 15 168
19 32 15 71 58 15 34
19 35 15 72 38 15 79
19 5 45 72 23 45 85
18 25 15 72 2 15 6
18 41 45 69 51 15 116
19 44 15 72 26 15 7
19 14 45 72 30 15 12
19 9 15 70 38 15 61
18 21 45 71 44 15 1
18 45 15 72 23 45 39
18 18 45 72 28 15 3
18 38 15 69 14 45 85
19 27 45 70 45 45 135
18 23 45 72 34 45 64
18 13 45 72 16 45 5
18 27 15 68 40 45 139
19 27 45 71 40 15 41
18 17 15 72 48 45 97
18 56 15 71 54 45 185
18 48 45 72 11 45 74
19 0 15 71 50 15 120
18 24 15 73 6 45 2
18 31 45 70 6 15 97
19 26 15 70 41 45 122
18 30 45 69 55 15 94
19 47 15 71 2 15 37
18 16 45 72 37 15 3
19 43 15 71 28 45 349
19 18 15 72 9 15 175
18 29 15 70 4 15 112
18 32 15 68 50 45 140
19 7 15 72 26 15 101
19 20 15 71 14 15 219
18 13 15 74 1 45 37
19 11 15 71 37 15 51
18 45 15 71 55 15 6
18 27 15 72 33 15 64
18 16 45 73 4 45 44
19 2 45 71 53 45 278
19 10 45 69 40 45 216
18 45 15 72 16 15 2
19 43 15 70 36 15 7
19 7 45 72 26 45 103
18 31 45 72 31 45 4
18 16 15 74 4 45 41
19 41 15 72 40 15 49
19 41 15 70 38 45 16
18 20 45 73 50 15 5
18 25 15 72 11 45 75
18 16 15 74 8 15 1
18 28 15 74 24 45 70
19 42 45 72 44 45 141
18 17 45 73 39 15 119
19 15 15 70 49 45 42
18 25 15 73 31 15 76
19 45 45 70 38 45 38
18 15 45 73 40 15 125
19 36 45 71 46 45 72
18 20 15 74 18 15 9
19 7 45 71 58 15 253
19 6 15 72 23 45 90
18 27 15 72 1 15 1
18 27 15 74 19 45 132
18 25 15 71 55 15 72
18 18 45 73 28 45 1
18 16 15 71 8 15 74
19 44 15 72 44 45 47
18 29 15 72 33 45 105
19 37 45 71 9 45 256
18 17 15 73 10 45 64
18 22 15 73 18 15 130
18 21 15 72 57 15 99
19 41 15 72 24 15 17
18 25 15 68 53 15 161
18 24 45 74 22 45 1
19 32 15 71 44 15 2
18 40 45 72 14 45 3
18 39 45 72 19 15 26
18 18 15 72 49 45 1
18 27 45 73 23 15 69
19 6 15 71 38 45 70
18 18 15 72 24 45 1
19 32 15 70 52 45 164
18 28 45 72 3 15 40
18 35 15 69 47 45 152
18 45 45 72 21 45 4
19 33 45 72 43 15 1
19 14 45 72 42 45 572
18 31 15 70 34 15 76
19 32 45 72 37 15 88
19 44 45 70 49 45 183
18 48 45 72 6 15 76
19 40 15 73 5 15 3
18 22 15 73 33 15 1
18 33 15 74 16 45 164
18 10 45 72 55 15 66
19 19 45 70 57 45 294
18 13 45 72 47 15 40
18 27 15 74 24 15 37
18 17 15 72 58 15 48
19 2 15 70 35 15 87
18 41 45 71 52 15 2
18 44 45 68 54 45 95
19 6 15 70 35 45 76
18 38 45 71 17 15 7
18 34 45 69 1 45 21
18 25 15 72 9 15 11
19 34 45 72 49 45 8
18 24 15 72 19 15 39
19 8 45 72 32 15 493
18 12 15 72 56 45 2
18 43 45 70 28 45 72
18 20 45 72 57 15 98
18 52 45 71 55 15 326
18 16 45 73 22 15 3
18 40 45 68 44 45 86
18 25 15 72 3 15 8
18 31 15 74 15 45 1
18 43 45 72 53 15 39
19 16 45 72 18 15 54
18 22 15 73 27 15 3
18 16 45 70 34 45 110
19 14 15 70 34 15 13
19 3 45 71 43 15 94
18 55 45 71 55 15 189
19 4 45 70 45 15 90
19 35 15 71 45 45 61
18 49 15 72 29 45 35
18 28 15 72 29 15 94
18 16 15 73 25 45 36
19 9 45 69 42 45 198
18 27 45 72 39 45 4
18 24 15 72 12 15 72
18 32 45 68 56 45 4
18 28 15 72 28 15 90
19 9 15 70 38 45 58
18 32 45 69 58 45 81
18 25 15 72 26 15 2
19 26 45 72 5 45 84
19 10 45 72 36 45 524
18 54 45 72 14 45 395
19 20 15 72 6 15 80
19 23 15 71 7 15 243
18 35 15 74 24 15 1
19 7 15 72 2 15 42
18 29 15 74 22 45 65
18 42 45 69 13 15 35
18 58 15 71 49 15 181
19 5 15 70 9 15 46
18 56 15 70 16 45 6
18 53 15 70 30 15 59
19 33 15 70 58 15 185
19 26 45 72 26 45 12
18 32 45 69 21 45 130
18 30 15 70 21 15 37
19 48 15 70 56 15 145
18 42 15 70 27 45 67
18 16 45 72 55 45 114
18 14 45 74 2 15 1
19 35 15 71 3 15 235
19 6 15 72 21 15 71
18 37 15 70 9 45 49
19 9 15 70 20 45 41
18 15 15 73 48 15 64
19 17 15 70 43 15 1
19 28 45 70 58 15 241
18 51 15 71 23 15 7
18 37 45 74 18 15 70
19 35 15 70 19 45 211
18 25 15 72 39 15 3
19 45 15 70 50 45 176
18 56 15 71 37 15 127
18 21 45 73 30 15 2
18 18 15 73 25 15 36
19 49 45 71 40 15 389
18 45 15 72 14 15 5
19 20 45 71 13 45 229
18 28 15 72 32 15 100
18 26 45 72 26 15 75
18 17 45 70 29 15 97
18 46 45 72 12 45 77
19 45 45 70 50 15 180
19 21 45 72 23 15 4
18 26 45 72 25 15 71
19 23 15 70 43 15 123
19 4 15 71 17 15 32
19 25 45 72 31 45 11
18 46 15 71 3 45 50
18 23 45 72 5 15 6
18 16 15 72 57 45 53
19 24 15 70 42 45 120
18 10 45 73 52 45 12
18 55 45 72 18 45 409
18 19 15 73 6 15 2
19 26 15 72 28 45 5
18 40 45 69 50 45 121
18 42 15 70 2 45 45
19 33 15 71 44 45 5
18 56 15 70 17 15 9
18 2 15 73 51 45 4
18 13 15 72 33 45 1
18 31 15 74 17 15 100
18 13 45 74 1 45 4
18 37 15 69 23 45 115
19 29 45 72 29 45 56
18 31 45 68 50 45 141
18 40 15 72 14 45 45
18 44 15 71 9 45 115
18 29 45 72 34 45 108
18 37 15 70 10 15 48
19 22 45 70 57 45 280
18 28 15 74 17 15 90
18 38 45 71 13 15 83
18 26 45 74 24 45 1
18 32 15 74 24 45 114
18 54 15 72 32 45 77
18 53 15 72 31 45 85
18 42 15 72 12 15 7
19 27 15 72 39 15 105
18 23 15 71 25 15 48
18 42 45 71 56 15 5
19 24 15 72 28 45 2
18 22 45 73 27 45 74
18 30 45 69 10 15 57
19 1 15 70 35 15 91
19 9 45 69 41 45 204
19 38 15 72 15 15 96
18 14 15 72 6 15 43
18 47 45 72 53 45 2
19 32 45 72 32 15 36
18 23 15 73 26 45 77
19 32 45 72 35 15 81
18 42 15 71 10 45 97
18 44 15 72 0 15 19
19 49 15 71 37 45 377
18 15 15 72 30 45 1
19 10 15 69 52 45 147
18 17 15 72 55 15 112
18 37 15 74 19 15 37
19 11 15 72 41 15 526
19 31 15 71 54 45 96
19 48 15 70 55 45 146
18 20 45 74 7 45 10
18 14 45 72 53 15 37
19 50 45 73 11 15 45
19 35 15 72 35 45 72
18 57 45 70 22 45 27
19 19 15 72 22 45 4
18 31 45 69 4 15 98
18 53 45 72 31 45 84
18 27 15 72 23 45 55
18 40 45 71 3 15 185
18 32 15 68 57 45 7
18 40 15 71 4 45 185
18 17 15 73 3 15 119
18 42 45 72 16 45 6
19 13 45 70 54 45 49
18 21 45 73 8 45 105
18 46 15 71 34 15 6
18 33 15 72 33 15 122
18 24 15 72 30 15 35
19 40 15 71 19 15 288
18 46 15 72 14 15 71
19 28 45 72 12 15 124
19 8 45 72 35 15 505
19 31 15 71 55 15 89
19 52 45 72 37 15 6
18 33 45 69 18 45 114
18 13 15 72 51 15 128
18 32 45 72 33 15 5
18 40 45 71 12 15 91
18 20 45 73 52 45 42
19 39 45 72 38 45 113
18 23 45 74 22 45 35
18 21 15 71 11 45 190
18 23 45 72 39 15 3
18 40 15 70 0 45 53
19 35 15 72 56 15 70
18 28 45 73 18 45 190
19 9 15 72 29 15 111
19 34 15 72 38 45 82
19 6 45 69 38 15 213
18 46 45 72 0 45 23
18 25 15 68 40 15 140
18 25 15 71 53 45 34
18 10 45 73 53 15 13
18 36 15 74 8 15 211
18 42 15 69 25 45 53
18 49 45 71 44 15 1
19 32 45 72 27 45 1
18 21 45 74 4 15 1
19 26 15 72 3 45 40
18 32 45 68 56 15 3
18 20 45 72 54 15 1
19 54 15 73 11 45 55
18 31 15 70 30 45 59
18 25 15 74 22 15 119
18 45 15 69 26 15 44
19 25 15 72 20 15 111
19 42 45 72 10 45 36
19 13 15 70 34 15 7
19 23 45 72 11 15 144
18 21 15 73 42 45 93
19 24 15 71 46 15 32
18 40 15 72 15 15 44
18 50 15 71 46 15 102
19 52 15 72 36 45 4
19 5 45 72 12 15 3
18 16 45 72 49 15 95
19 34 15 72 33 45 2
19 7 45 71 38 15 64
18 27 15 71 6 45 74
18 21 15 72 53 45 2
19 30 45 71 5 15 278
18 25 15 72 24 45 2
19 47 15 72 34 15 38
18 21 15 73 2 45 3
19 8 45 72 33 15 497
19 31 45 72 40 15 11
18 29 15 74 1 45 99
18 20 15 72 33 45 35
19 19 15 72 8 45 93
18 43 45 68 46 45 74
18 44 15 70 31 45 83
18 33 15 74 16 15 165
18 28 15 72 24 15 58
18 32 15 72 13 15 140
19 37 15 72 48 45 11
19 49 45 72 41 15 6
19 10 15 72 14 15 39
19 17 15 71 18 15 73
19 44 15 70 49 45 184
18 53 15 70 32 45 48
18 38 45 69 42 15 39
18 36 45 69 17 15 101
19 40 15 71 50 45 9
19 31 45 72 33 15 73
18 27 15 73 18 15 6
19 47 45 73 22 15 44
18 10 45 72 50 45 35
19 13 45 70 50 45 49
18 18 15 72 18 15 11
18 54 45 71 36 45 121
19 35 45 70 19 45 210
19 53 15 72 38 15 4
18 9 45 71 12 15 7
18 10 15 73 49 45 37
19 9 15 72 3 15 229
19 25 15 71 4 45 252
19 18 45 71 15 15 68
19 22 15 70 59 45 291
19 54 15 72 43 45 33
19 12 15 72 31 15 117
19 8 15 72 32 15 494
18 22 15 74 24 15 32
19 33 15 70 58 45 184
19 2 45 71 44 45 97
18 22 45 74 2 15 1
18 12 15 73 52 45 9
19 49 45 71 40 45 390
18 16 45 71 7 15 1
19 5 45 72 41 15 1
18 30 45 72 35 15 111
19 48 45 71 3 15 44
18 37 45 69 44 15 45
19 6 15 69 43 15 196
18 47 45 72 9 15 88
18 25 45 72 6 15 38
19 19 45 72 7 45 84
18 16 15 72 4 45 2
19 2 15 72 24 45 443
18 17 45 72 50 45 93
18 21 15 73 6 45 110
18 19 45 72 43 15 2
19 39 45 70 22 15 127
19 43 15 72 12 45 5
18 17 45 74 3 45 34
18 24 15 74 12 45 1
19 1 45 71 51 15 291
19 40 15 72 23 15 13
18 20 15 70 13 45 19
19 39 45 70 29 45 60
19 17 45 72 37 15 152
18 58 45 71 54 45 174
19 23 45 71 7 15 242
19 34 15 71 59 15 42
18 30 15 69 5 45 108
18 42 15 69 13 15 36
18 51 45 72 7 45 367
19 42 45 72 18 15 5
19 47 15 70 54 15 157
18 22 45 70 28 45 86
18 18 15 73 33 15 70
18 38 45 69 0 15 2
18 15 15 72 46 45 8
18 14 45 72 55 15 113
18 16 45 71 11 15 1
18 34 45 74 2 15 191
18 26 15 72 45 45 83
18 42 15 72 11 45 8
18 51 45 71 55 45 132
19 25 15 72 20 45 112
18 33 15 74 0 45 181
18 49 15 72 3 15 39
18 29 45 70 31 15 65
19 6 45 69 38 45 210
18 20 15 72 29 15 35
19 10 15 69 54 15 140
19 41 45 72 14 15 103
18 1 45 73 51 15 61
18 52 15 71 6 45 2
18 18 15 70 12 45 13
18 19 45 74 4 15 71
18 45 15 70 59 45 191
18 27 45 72 17 45 34
19 37 45 72 51 45 50
18 16 45 71 11 45 217
19 14 45 72 43 45 576
19 50 15 72 42 45 12
18 19 15 73 25 45 1
18 41 15 72 16 15 10
18 33 45 70 8 15 91
18 23 15 72 8 15 3
18 57 45 72 22 45 44
18 55 15 71 15 45 42
19 9 45 72 9 15 114
18 31 45 74 21 15 73
18 22 45 73 24 45 156
19 38 15 71 13 45 274
18 44 15 71 2 45 56
18 47 15 71 3 45 48
19 37 15 71 11 15 259
19 26 45 71 39 15 3
19 1 15 72 29 45 69
19 42 15 70 22 15 162
18 30 45 69 53 45 185
18 15 15 72 50 15 97
19 5 15 71 17 15 4
19 49 15 72 40 45 4
18 28 45 74 9 15 46
18 21 15 73 43 45 89
19 35 45 72 35 15 70
19 9 45 72 12 45 70
18 33 45 68 41 45 116
19 26 15 70 41 15 123
18 48 15 72 12 15 72
19 9 15 69 49 15 172
18 33 45 72 14 15 145
18 57 45 71 51 45 195
19 44 15 71 42 15 5
18 50 15 72 9 15 369
19 20 15 72 10 15 167
18 39 15 72 17 15 21
19 9 45 69 49 15 171
18 24 15 72 43 15 45
18 21 45 72 25 15 35
18 53 15 70 34 45 44
18 22 15 72 20 15 2
19 26 45 72 3 45 7
19 12 15 72 31 45 122
18 15 45 72 19 45 53
18 21 45 71 12 15 104
18 11 45 73 52 45 10
18 26 15 72 41 15 37
18 20 15 72 50 45 3
19 9 45 72 12 15 71
19 38 45 72 40 45 121
19 37 15 72 20 15 1
18 41 15 71 53 45 4
18 22 15 73 25 45 6
19 33 15 72 28 45 4
18 33 45 74 25 15 112
19 9 45 69 47 45 176
19 43 15 72 14 15 104
18 22 45 74 23 45 1
19 45 15 72 23 45 87
18 33 15 70 7 15 90
18 48 15 72 10 45 82
18 24 15 73 6 15 1
18 41 15 69 58 15 61
19 45 15 72 23 15 88
18 29 45 69 20 15 139
19 31 15 72 2 15 2
19 26 15 72 26 45 11
19 39 45 70 28 45 66
18 34 45 70 3 45 66
18 17 15 70 11 45 9
18 30 45 72 29 45 70
19 0 15 71 59 45 139
19 44 45 72 9 45 46
18 51 45 70 28 45 83
18 36 45 74 6 15 47
18 8 15 71 12 15 12
18 49 45 68 51 45 41
19 14 15 71 38 45 36
19 50 45 73 15 15 1
19 48 45 72 25 45 1
19 17 15 72 18 45 52
19 43 45 72 44 45 48
18 48 45 72 32 45 100
18 21 45 72 18 15 3
18 52 45 71 53 45 126
19 11 45 72 36 15 531
18 36 15 68 59 45 13
19 52 15 71 39 15 1
18 29 15 72 22 45 47
19 20 15 72 20 15 123
18 49 45 71 21 45 1
18 33 15 68 51 15 137
18 27 15 71 57 45 7
18 42 15 72 13 15 32
18 32 45 72 34 45 118
18 23 15 72 43 15 1
18 14 15 72 10 45 1
18 16 15 73 6 15 33
18 36 45 69 17 45 102
19 11 45 72 30 45 119
19 14 15 71 40 15 1
18 27 15 72 39 15 2
19 31 15 72 3 15 4
19 23 15 71 9 15 235
18 12 15 73 59 15 9
18 14 45 73 47 15 67
19 1 45 72 22 45 436
19 42 15 72 18 15 4
18 35 15 72 7 15 146
18 51 45 71 49 45 116
18 19 15 73 5 15 6
19 0 45 72 0 15 36
19 42 45 72 12 15 3
19 47 45 73 8 45 2
19 31 45 70 50 45 155
19 41 45 70 37 45 13
18 54 45 71 59 45 345
18 48 45 72 15 15 4
19 52 45 73 11 15 51
19 49 15 72 50 45 162
18 51 45 71 1 15 2
19 6 15 70 36 15 75
19 28 15 71 19 45 82
18 45 45 71 11 45 108
18 40 45 72 11 15 41
19 20 45 70 58 45 288
19 9 15 72 31 15 490
18 14 45 73 59 15 4
19 52 15 71 3 15 115
19 11 45 72 40 15 519
18 18 45 72 58 15 43
18 28 15 70 1 15 124
18 37 45 71 14 45 78
19 26 15 71 18 45 10
19 19 45 72 19 45 125
19 3 15 71 43 45 94
18 16 45 72 55 15 113
18 23 45 72 39 45 4
18 41 15 69 58 45 60
19 10 15 72 29 15 113
18 19 45 73 4 45 111
19 32 15 72 35 45 83
19 43 45 71 36 45 2
18 40 15 68 55 15 107
19 35 45 70 24 45 42
19 50 15 72 41 45 8
18 16 45 72 35 15 95
18 25 15 73 57 45 3
18 26 15 71 28 15 2
18 12 15 72 58 45 36
18 23 45 69 5 15 134
19 51 15 73 12 15 43
19 13 15 72 10 15 77
18 27 15 72 1 45 2
19 36 15 70 32 15 46
19 42 45 70 48 45 189
18 34 45 70 32 15 15
19 27 15 71 39 15 4
19 22 45 72 11 15 152
18 23 45 72 28 45 6
19 33 15 72 28 15 3
19 17 45 72 7 45 183
18 50 15 70 29 15 87
18 31 15 72 16 15 39
19 1 15 71 46 45 104
19 40 15 72 24 15 15
18 31 45 72 18 15 63
19 8 45 71 45 15 34
18 43 45 71 31 15 42
19 2 15 71 51 45 289
19 30 45 71 55 15 94
19 11 15 69 40 45 219
18 56 45 71 43 45 153
18 47 15 68 52 15 85
19 23 15 71 10 15 227
18 14 15 72 26 15 3
19 29 45 71 5 15 276
18 35 15 72 13 15 2
19 1 45 71 52 45 286
18 38 45 72 13 15 12
19 37 15 72 49 15 12
18 52 45 71 35 45 81
18 31 45 74 7 15 64
18 16 45 72 17 15 3
19 36 45 72 29 15 78
18 12 15 71 9 45 5
19 16 15 72 32 15 19
19 46 15 72 44 45 103
18 44 45 72 24 15 41
18 17 45 73 11 45 63
19 32 15 72 31 15 1
18 22 45 73 52 15 1
18 16 15 71 11 15 2
18 38 15 72 18 45 38
19 3 15 72 26 15 448
18 22 45 71 24 45 50
18 57 45 71 52 45 303
19 9 15 69 48 45 173
19 0 45 71 56 45 161
19 44 45 72 10 15 43
18 35 45 74 2 15 193
19 56 15 72 51 45 190
18 48 15 72 16 15 7
18 4 45 71 44 15 89
18 13 45 72 9 15 8
19 6 15 70 7 45 51
19 12 15 69 37 45 227
18 19 15 72 25 15 4
18 41 45 71 50 45 5
19 10 15 71 37 45 54
18 16 15 73 23 45 3
18 30 45 69 5 45 107
18 46 15 71 13 15 106
19 7 45 70 38 45 63
19 30 15 71 5 45 274
18 42 45 70 5 15 41
18 48 15 68 51 45 80
19 1 45 70 35 15 90
18 16 45 70 32 15 105
19 38 15 73 7 15 1
19 2 45 72 25 15 445
18 14 45 72 23 45 3
19 11 45 72 8 45 189
18 40 15 69 25 45 67
19 43 45 72 43 15 43
18 23 15 73 17 45 135
18 52 15 71 49 45 115
18 30 15 69 9 45 61
18 27 45 72 35 15 97
18 25 15 68 39 45 141
19 42 15 72 37 45 8
19 7 45 70 39 15 62
19 0 45 71 16 15 38
18 11 45 72 56 45 35
18 29 15 73 21 45 75
18 40 15 70 1 15 52
18 26 15 72 18 15 33
18 39 45 72 18 45 25
19 31 15 70 49 15 153
18 42 15 71 2 45 189
19 47 15 72 44 15 34
18 49 45 71 55 45 39
19 32 45 72 10 45 70
19 13 15 70 41 15 41
19 20 15 72 2 45 71
19 30 15 72 17 45 38
18 19 15 74 4 45 69
18 31 45 70 17 45 93
18 33 15 69 19 45 117
18 6 45 73 56 45 1
18 16 15 72 5 15 1
18 14 15 72 29 15 6
18 43 45 71 30 45 41
18 42 45 72 24 15 45
18 39 45 71 51 15 59
19 36 15 71 47 15 68
18 16 45 73 25 45 35
18 38 45 72 13 45 13
18 10 45 72 57 15 6
19 11 45 72 10 45 183
18 26 15 71 7 45 78
18 42 15 72 9 45 2
18 35 45 74 10 15 198
18 15 45 71 9 45 72
19 37 15 72 51 45 49
19 31 15 72 8 15 96
19 48 45 70 56 45 143
18 32 45 70 58 45 5
19 11 45 72 40 45 522
18 54 45 71 48 15 1
19 36 45 70 19 45 202
19 42 45 70 37 15 10
19 21 45 72 43 45 32
18 15 45 71 9 15 71
18 13 15 73 46 45 71
18 17 15 72 8 15 5
19 40 15 72 41 15 125
18 56 45 70 25 45 67
18 45 45 69 26 15 43
19 45 15 71 33 45 371
18 27 15 73 8 15 4
18 36 15 74 6 45 45
18 29 15 70 3 45 111
18 34 15 70 1 15 70
19 8 45 70 37 45 63
18 25 15 74 23 15 115
18 57 45 71 55 15 179
18 37 45 70 10 15 47
18 44 15 71 8 15 118
18 15 15 72 13 15 1
18 37 45 69 48 45 139
19 8 15 72 27 45 106
18 49 45 72 29 15 1
18 19 15 70 13 15 16
18 40 45 69 13 45 76
18 24 15 72 19 45 40
18 24 45 71 10 15 92
19 16 45 70 53 15 6
18 45 45 72 2 15 28
19 15 15 72 41 15 562
18 28 15 74 25 15 71
18 25 45 72 9 45 108
18 29 45 74 2 45 102
19 6 45 72 24 45 95
18 41 45 69 55 15 100
18 20 15 73 3 45 7
18 16 15 72 37 15 2
18 48 15 72 5 15 7
18 14 45 72 45 45 5
19 2 15 72 30 45 3
18 28 15 74 16 45 91
19 10 45 72 6 45 195
19 29 15 72 3 45 41
18 26 45 71 57 15 5
18 18 15 72 19 45 46
18 29 45 74 17 15 95
18 46 45 70 27 15 100
19 33 15 70 57 15 177
18 31 15 72 17 45 3
18 56 45 71 53 15 308
18 39 45 69 50 15 126
19 4 45 70 43 15 82
18 19 15 74 14 45 74
19 52 15 71 4 15 115
19 40 15 72 41 45 126
19 8 45 70 16 45 92
18 50 45 71 48 15 2
18 41 45 69 54 45 101
19 40 15 72 36 45 106
18 51 45 71 54 15 129
18 16 15 71 10 45 67
18 39 15 72 4 15 38
18 28 45 72 19 15 39
19 38 45 72 9 45 116
19 29 15 70 58 15 240
18 44 45 72 52 45 36
18 22 45 73 32 45 34
18 32 45 70 59 15 4
18 39 45 70 10 15 13
19 6 45 69 40 15 205
19 7 15 71 56 45 259
18 21 15 72 38 45 2
18 24 15 72 57 45 38
18 35 45 70 6 15 57
18 26 15 72 5 15 114
19 39 45 72 23 15 12
19 27 15 70 57 45 247
18 17 15 73 11 15 63
19 5 15 71 41 45 84
18 52 45 70 34 45 43
18 13 15 72 49 45 105
18 31 15 72 4 45 48
18 14 45 73 1 45 133
19 14 15 70 33 45 16
18 25 15 74 15 15 4
18 37 45 70 7 45 50
18 55 15 71 55 45 193
19 43 45 72 13 15 109
19 23 15 72 11 15 149
19 28 15 72 38 15 101
18 23 45 72 30 15 3
19 43 45 72 13 45 106
18 16 15 72 51 45 94
19 7 15 72 24 45 94
18 40 15 72 18 15 6
19 32 45 72 36 15 85
18 25 45 70 6 45 1
18 31 15 71 2 15 21
18 37 15 74 18 45 38
19 33 45 72 15 45 115
19 10 15 69 41 15 210
18 26 45 73 7 15 2
18 22 15 73 33 45 2
19 42 45 71 29 15 351
19 30 45 72 49 15 5
19 53 15 72 50 15 173
18 19 15 73 52 15 46
18 31 15 70 7 15 98
19 4 45 71 42 15 88
18 27 45 74 25 45 2
19 14 15 72 42 15 570
19 32 15 71 42 45 63
19 36 45 70 25 45 6
19 44 15 71 36 45 3
18 51 45 72 10 15 378
19 37 15 71 13 15 267
19 37 45 71 10 15 254
18 11 15 72 59 15 39
18 44 45 72 1 15 24
19 6 15 70 39 45 68
18 37 45 72 21 15 153
18 56 45 71 15 15 46
18 54 45 71 56 15 187
18 52 45 72 5 15 356
19 31 15 70 49 45 156
18 19 45 74 22 15 46
18 29 15 68 52 15 151
18 29 15 72 28 45 1
19 23 45 70 57 15 275
19 31 45 71 44 15 1
18 57 45 72 20 45 421
19 15 15 72 16 45 62
18 17 45 73 3 15 112
18 14 45 72 49 45 100
18 22 45 71 11 45 101
18 35 45 72 15 15 145
18 31 45 74 15 45 2
18 30 45 68 58 15 13
19 33 15 71 58 15 36
18 42 15 70 12 45 3
19 49 15 72 48 15 157
19 12 45 70 40 45 43
19 31 15 72 2 45 3
19 21 15 72 10 15 159
18 25 15 74 16 45 45
19 39 45 71 21 45 295
19 38 45 72 53 45 56
19 38 45 71 15 15 271
19 14 45 70 34 15 14
18 19 45 72 26 45 8
18 29 45 69 9 45 62
18 34 45 70 31 45 46
18 13 15 74 1 15 36
18 38 15 74 18 15 73
19 12 45 72 32 15 124
19 9 15 70 39 15 57
18 22 15 73 28 45 6
18 39 15 72 3 45 39
18 16 45 70 33 45 108
19 35 45 71 4 15 233
18 27 45 72 23 15 6
19 10 45 69 52 45 154
18 21 15 74 24 15 1
18 25 45 72 40 15 36
19 17 45 72 8 15 180
19 19 45 72 7 15 83
19 43 15 71 29 15 350
18 27 15 74 2 15 86
18 26 45 74 27 45 9
18 18 45 72 17 45 9
18 23 15 71 11 45 100
18 43 15 70 4 45 41
19 6 15 71 42 15 81
18 20 45 73 6 15 112
18 29 15 70 30 15 66
18 38 45 70 27 15 53
18 15 15 72 51 15 97
19 4 45 70 46 15 94
19 26 45 72 33 15 48
18 12 15 73 44 15 73
18 27 15 70 0 45 131
19 2 45 71 53 15 283
19 29 15 71 54 45 94
18 56 45 71 39 15 128
19 42 45 72 43 45 139
19 30 15 72 3 45 37
19 38 15 71 11 15 257
18 40 45 71 3 45 184
18 15 45 72 46 15 8
19 37 15 72 51 15 48
18 19 45 73 3 15 9
18 20 45 72 38 45 1
18 13 15 72 48 45 107
18 56 45 71 52 45 309
18 35 45 70 31 45 44
19 34 45 71 2 15 232
18 27 15 72 5 45 109
19 9 15 70 18 15 52
19 50 15 72 41 15 7
18 20 15 72 28 45 36
18 29 45 73 20 45 74
18 49 15 71 55 45 38
18 53 45 72 13 15 390
18 55 45 68 49 15 42
18 36 45 74 19 45 35
19 42 45 72 44 15 140
18 31 15 72 39 15 106
18 26 45 68 40 45 140
19 7 45 70 36 45 69
19 10 45 72 37 45 522
19 41 15 72 14 15 102
18 17 15 72 31 15 68
18 56 45 68 48 15 48
18 54 45 70 37 15 2
18 41 15 72 10 15 47
18 28 45 71 4 15 64
19 30 15 72 17 15 41
18 25 45 68 40 15 143
19 25 45 71 19 45 7
19 38 15 71 14 15 275
19 7 15 71 57 45 255
18 24 15 74 4 15 72
18 30 45 72 8 15 35
18 14 45 73 40 45 128
18 10 15 72 53 15 1
18 30 45 68 41 45 124
19 43 45 72 45 15 49
19 39 45 71 23 45 301
19 29 15 71 21 45 88
18 20 15 74 22 15 47
18 33 15 74 17 15 161
18 23 15 73 36 45 1
18 18 45 73 51 45 48
18 23 15 71 59 15 3
18 17 15 73 51 45 53
18 30 45 69 9 45 58
18 53 15 71 21 15 34
18 12 45 72 59 45 3
18 23 15 73 30 15 70
19 31 45 70 50 15 158
19 29 15 71 47 45 3
19 48 45 72 33 15 133
18 15 45 74 8 15 2
18 45 45 71 12 45 110
19 37 45 72 25 45 2
18 12 15 72 41 45 38
18 32 15 69 20 45 121
18 26 15 72 18 45 34
19 32 15 72 11 45 65
19 4 15 72 27 45 459
18 45 15 72 0 45 22
18 19 15 73 39 15 114
18 34 45 69 46 45 86
19 10 45 69 50 45 160
18 45 15 72 52 15 2
18 37 45 70 27 15 49
19 35 15 71 3 45 229
18 50 45 72 8 45 371
18 20 15 72 56 45 94
19 35 45 71 59 45 81
18 24 15 74 23 45 102
18 39 45 71 50 45 62
19 21 15 71 1 15 298
18 27 45 74 24 45 39
18 13 45 74 3 45 6
18 21 15 74 7 15 8
18 24 15 73 29 45 81
18 50 15 71 45 15 4
