daysince2010 Centre Grand'Anse L'Artibonite Nippes Nord Nord-Est Nord-Ouest Ouest Port-au-Prince Sud Sud-Est
894 14.24247 6.884276 3.950741 0.4064 4.59666 0.03078788 4.864485 2.952647 2.952647 0.1290159 1.089446
895 2.7432 0 1.379095 0 3.708893 0.6465455 7.681576 0.2827702 0.2827702 0 0
896 0 0 0 0 0 0 0 0 0 0 0
897 16.59775 39.50138 19.60713 22.606 15.11177 0.7081212 11.40691 44.5396 44.5396 32.39911 19.56106
898 19.44255 19.21641 26.78243 13.1572 25.40986 21.52073 20.38158 46.57817 46.57817 61.10514 21.20135
899 2.207491 101.8978 4.936761 94.107 0 17.67224 0.6465455 15.57209 15.57209 17.4494 151.5064
900 0 0 0 0 0 0 0 0 0 0 0
901 12.36749 0 4.810177 0 10.53483 0 0 1.006136 1.006136 0 0
908 0 0 0 0 0 0 0 0 0 0 0
909 7.462982 43.19752 1.079292 20.5232 0 0 0 10.62032 10.62032 0 9.866217
910 21.26211 11.98179 30.45335 7.2898 45.17748 0 24.79964 9.936414 9.936414 0 0.354988
911 14.51033 0 34.0843 0 42.27744 37.79212 22.22885 3.74835 3.74835 0 0
912 23.5712 0 24.37734 0 36.73383 0 20.99733 3.465579 3.465579 0 0
913 44.32531 15.50276 39.69395 7.4168 66.66144 2.262909 31.54218 12.79042 12.79042 0 0.1468916
914 11.62858 0 11.57241 0 53.24629 3.694546 36.17576 0 0 0 0
915 4.941455 23.73586 4.696918 0.2286 0 0 0 0.8548867 0.8548867 0 0.3794699
916 18.43578 10.68552 32.80514 17.0688 64.92536 10.48327 56.28024 2.761942 2.761942 0 0
917 0 0 0 0 0 0 0 0 0 0 0
918 21.26211 1.488966 14.91022 12.1412 0 0 0.01539394 46.65709 46.65709 7.079746 0.5508434
919 61.27404 28.02759 65.8368 8.8392 45.55231 0 21.73624 6.115728 6.115728 0.03225397 16.65995
920 42.66276 11.50883 39.58736 0 50.6619 0.523394 50.72303 4.221825 4.221825 0 0
921 0 0.1226207 1.499016 0 0.03945631 0.1539394 3.63297 0 0 0 0
922 32.53971 0 0.7928131 0 0.887767 0 0.246303 1.768958 1.768958 0 0
923 9.615055 0 0 0 0.6904855 0 0 23.08852 23.08852 12.04686 0.02448193
924 68.69084 41.93628 13.44451 26.9748 57.56676 0.8004849 18.64206 21.52999 21.52999 11.7727 6.793735
925 17.18887 0.3153104 6.848839 0.2794 58.82936 1.277697 16.22521 0 0 0 0.3060241
926 78.98015 0 34.09763 2.159 18.74175 0 6.357697 33.7746 33.7746 4.725206 0.1836145
927 36.13265 103.1941 50.52685 55.118 64.13623 84.89758 54.75624 51.91135 51.91135 21.52952 50.06554
928 22.24116 0 4.750216 0 0 0 0 7.273113 7.273113 0 0
929 1.311564 6.481379 0.3597639 0 0.4932039 0 0 3.018408 3.018408 0 0.1346506
930 0.1293091 0 0 0 0 0 0 0 0 0 0
931 27.08102 1.261241 15.2833 0.5588 22.66765 2.878667 8.343515 0.5721165 0.5721165 0 0
932 25.82487 32.79228 28.24147 28.067 41.48831 23.52194 28.15552 11.55412 11.55412 0.6612064 1.970795
933 2.475346 0 20.13346 0 10.90967 49.59927 10.19079 0 0 0 0
934 0 0 0 0 0 0 0 0 0 0 0
935 0 4.712138 0 0 0 0 0 0 0 0 0
936 51.64051 2.575035 10.49978 0.0508 38.82501 0.2770909 7.850909 5.708013 5.708013 0.3225397 0
944 0.009236364 31.65366 0 6.985 0.256466 0.2309091 0.508 0 0 0 45.4507
945 5.237018 0 0.4064 4.699 0 0 0 7.417786 7.417786 2.596444 1.505639
946 0.2586182 0.1226207 2.298492 1.6002 1.045592 0.04618182 1.262303 1.111353 1.111353 1.080508 14.23624
947 0 9.809655 0.006662295 17.8816 0 0.8928485 1.185333 0.03288026 0.03288026 2.967365 32.40183
950 2.419927 7.93531 37.60866 15.9512 2.978952 29.09455 40.48606 5.412091 5.412091 1.628825 2.778699
951 0 61.31034 0 12.3952 0 0 0 0.2038576 0.2038576 0 48.44974
952 7.472218 0 37.82851 0 0 0.03078788 3.925455 2.551508 2.551508 0 0
953 4.692073 0 3.211226 0 1.736078 0 0.6927273 3.353786 3.353786 0 0
954 0.6280727 0 0.8927476 0.2032 0 0 0 8.469955 8.469955 0 0
955 0 3.976414 4.810177 4.5212 0.8483107 4.110182 11.36073 0.8614628 0.8614628 7.337778 7.356819
956 2.382982 0 6.00939 0 5.859262 1.385455 10.86812 0.7036376 0.7036376 0 0
957 21.46531 31.91641 8.714282 41.4274 0 0 0 63.74825 63.74825 47.84876 51.98737
958 9.0424 73.08193 41.15966 68.6054 0.2959223 4.787515 12.85394 41.17266 41.17266 34.62464 51.816
959 11.24065 0 4.623633 0 3.827262 1.60097 2.493818 11.08722 11.08722 0 0
960 13.89149 6.236138 36.93576 119.0244 0.01972816 9.759758 12.91552 45.90742 45.90742 34.46337 49.62487
964 0.01847273 3.538483 0.02664918 0.381 0 0 0 0 0 0 0
965 3.241964 0 0.1932066 0 0.05918447 0 0 1.321786 1.321786 0 0
966 8.072582 78.82759 43.03843 7.112 0.6904855 3.925455 0.8158788 16.15736 16.15736 13.88533 16.48858
968 0 0.5605517 0.4263869 3.4036 0 0.6465455 0 1.124505 1.124505 3.354413 11.60443
969 0.3048 0.4204138 7.994754 4.9784 0.4142913 1.169939 0.2309091 2.209553 2.209553 0.2257778 0.4284337
970 0.2493818 0 0.8927476 0 0 0.06157576 1.200727 1.06532 1.06532 2.322286 0
971 0 0 0 0 0 0 0 0 0 0 0
972 0 0.1576552 0 22.8854 0 0 0 1.039016 1.039016 1.306286 28.82747
973 0.8589818 0.2102069 0.6862164 1.8034 0 0 0 3.833838 3.833838 1.241778 12.59595
974 1.782618 0.5955862 10.65967 0.7366 6.53002 0.4618182 3.063394 3.708893 3.708893 3.90273 0.01224096
975 3.556 2.154621 3.551003 0 0.07891262 0 0.9082425 3.603676 3.603676 0 0
976 0.3232727 0 0.2198557 0 0.05918447 0 0.7543031 0 0 0 0
977 0.6096 0 0 0 0 0 0 0 0 0 0
978 27.23804 0 2.518348 0 5.12932 0 3.063394 1.913631 1.913631 0 0
979 6.964218 2.890345 0.08660984 0 0 0.04618182 1.077576 0.04603236 0.04603236 0 0
980 1.607127 4.449379 0.03331148 0 0 0 0 0.03288026 0.03288026 0 0.07344579
981 0 0 0.03331148 0 0 0 0 1.446731 1.446731 0 0
982 0.7296727 0 0.3997377 0 11.00831 0 3.201939 0 0 0 0
983 7.656946 1.559035 5.396459 33.0962 0 0.6773334 0.03078788 16.72948 16.72948 7.998984 4.590361
984 0 0.05255173 0 0 0 0 0 0.2367379 0.2367379 0 0
985 12.62611 1.156138 2.678243 7.4422 0.8088544 0 2.170545 7.029799 7.029799 4.741333 2.876627
986 11.65629 18.49821 10.95281 21.8694 8.87767 0 1.385455 12.75754 12.75754 6.95073 7.173205
987 29.99971 17.63986 5.236564 2.3368 0.1183689 1.570182 6.219152 25.02845 25.02845 14.85295 5.924627
988 38.63571 18.25297 20.75305 20.7518 37.50322 11.9457 25.19988 20.62907 20.62907 3.015746 15.12983
989 26.70233 9.634483 33.10494 21.6154 12.60629 0.508 20.68945 15.56551 15.56551 4.483302 12.54699
990 27.72756 30.39241 11.05941 9.9822 73.30983 26.69309 63.7463 5.293722 5.293722 0 2.962313
991 8.303491 17.44717 14.99683 1.4478 15.72334 20.5663 35.43685 0.8746149 0.8746149 1.70946 0.330506
992 19.53491 14.53931 89.94098 24.3078 76.07177 27.37042 100.7687 12.4945 12.4945 7.96673 3.635566
993 0 0.8233104 0.09327213 0.8382 0 1.000606 1.554788 0 0 0 0.7466988
994 17.20735 8.530897 5.123305 32.893 0 0 0 35.07666 35.07666 20.48127 17.92077
995 13.07869 48.34759 25.21679 52.3748 0.4932039 0 1.200727 21.77331 21.77331 2.709333 27.84819
997 0 3.993931 0.006662295 4.7244 0 0.1385455 0.03078788 0.1644013 0.1644013 0 0.3917109
998 0 0 1.565639 0.6604 0 0.769697 3.648364 0.09864078 0.09864078 0 0.02448193
999 27.27498 21.79145 19.18075 10.0838 80.62897 11.9457 54.32521 5.543612 5.543612 0.06450794 0.1468916
1000 54.864 11.2811 27.14219 5.6388 34.30726 0 10.49867 18.03153 18.03153 12.90159 1.725976
1001 59.49142 27.69476 46.99583 38.9128 45.65095 4.541212 35.46764 12.95482 12.95482 7.095873 28.83971
1002 43.76189 126.1417 47.58877 180.594 34.62291 78.29358 38.77733 47.93942 47.93942 79.32864 162.5845
1003 0.1477818 0.9809655 0 0.9906 0 0 0 9.009191 9.009191 31.33473 0.1836145
1004 0 0.8583449 0 1.6764 0 0.06157576 0 0.3419547 0.3419547 0.1612698 0.5753253
1005 10.54793 16.02828 36.47607 24.0538 24.14726 5.387879 22.45976 15.90089 15.90089 11.78883 6.291856
1006 10.25236 34.07103 20.6731 4.3942 0 0 0 13.07319 13.07319 0.03225397 28.94988
1007 0 0 0 0 0 0 0 0 0 0 0
1008 2.4384 0 1.13259 2.9972 0 0 0 11.7251 11.7251 0.3709206 1.530121
1009 3.131127 0 5.556354 0 0 0 0 7.082408 7.082408 0.2257778 0.1224096
1010 23.59891 5.097517 11.20598 2.0574 27.6786 0.06157576 13.70061 5.142473 5.142473 0 3.121446
1011 22.87847 0 20.53986 0 69.5812 0.01539394 49.30679 0.6510291 0.6510291 1.532064 0
1012 35.19978 6.744138 12.90487 21.717 2.189825 1.123758 1.200727 21.48396 21.48396 6.547556 13.07335
1013 6.132945 3.468414 2.345128 15.9512 0 0.5695758 0.1385455 14.92764 14.92764 11.70819 8.042313
1014 35.14436 0.8583448 1.412407 41.7068 4.793942 0 0.246303 28.23757 28.23757 17.90095 12.55923
1015 17.72458 6.551448 2.058649 0 0.2761942 2.170545 5.603394 5.366058 5.366058 0 3.084723
1016 5.190836 0 1.53899 0 0 0 0.1077576 0.5326602 0.5326602 0 0
1017 0 0.1401379 0.519659 0 0 0 0 0.2104337 0.2104337 0 0
1018 0.1570182 0.03503448 0.01332459 0 0.887767 0 2.124364 0.8548868 0.8548868 0 0
1019 0.2678546 0.6306207 0 1.4478 1.657165 0 0.01539394 0.01972816 0.01972816 0 0
1020 1.662545 0 0.4130623 0 0 0 0.2309091 0.4734757 0.4734757 0 0
1025 14.40873 19.4091 9.067384 11.5824 23.79216 2.016606 11.65321 10.49538 10.49538 5.596064 25.49793
1026 13.23571 58.42 13.14471 49.1744 3.551068 11.14521 5.588 38.2792 38.2792 50.15492 63.39595
1027 109.3308 95.76676 64.89742 213.0552 63.1301 103.7244 56.75745 155.2474 155.2474 133.6282 113.8165
1028 36.59447 174.9622 52.66544 281.178 32.512 29.52558 28.49418 125.5566 125.5566 136.3375 167.0402
1029 25.94495 11.59641 39.63399 18.7706 18.97849 8.78994 22.42897 40.39669 40.39669 30.59289 8.703325
1030 0 0 0 0 0 0 0 0 0 0 0
1031 0 0 0 0 0 0 0 0 0 0 0
1032 0 0 0 0 0 0 0 0 0 0 0
1033 0 0 0 0 0 0 0 0 0 0 0
1034 0 3.591035 0.1932066 0.1524 0.3945631 5.957455 0.1539394 0.01972816 0.01972816 0 5.483952
1035 0 0 0 0 0 0 0 0.03945631 0.03945631 0 0
1036 0.2863273 2.837793 0.3064656 1.3716 1.321786 0 0.4002424 0.3682589 0.3682589 0 0
1037 1.976582 5.27269 0 13.4874 8.956583 0 0.8312727 2.722485 2.722485 0.03225397 18.19007
1038 0 0.2627586 0 3.7084 0.2170097 0.01539394 0 0.09206473 0.09206473 0.1451429 1.456675
1039 1.283855 2.434897 0 1.524 0 0 0 1.46646 1.46646 0 1.762699
1040 0 0 0 0 0 0 0 0 0 0 0
1041 0 0 0 0 0 0 0 0 0 0 0
1042 0 0.07006897 0 3.4036 0.7891262 0 0.1539394 0.4405955 0.4405955 0 0
1043 0 0 0 0 0 0 0 0.03945631 0.03945631 0 0
1044 0 5.588 0 12.954 0 0 0 0.2630421 0.2630421 0.09676191 0.6120482
1045 0 0 0 0 0 0 0 0 0 0 0
1046 0 0 0 0 0 0 0 0 0 0 0
1047 0 0 0 0 0 0 0 0 0 0 0
1048 0 0 0 0 0 0 0 0 0 0 0
1049 13.82684 0.05255173 2.218544 0 4.202097 0.04618182 1.477818 2.59754 2.59754 0 0
1050 2.244436 13.43572 0.6862164 8.6614 0.8285826 7.727758 0.769697 8.101696 8.101696 2.806095 12.88974
1051 0.4064 3.048 0.2798164 11.3284 0 0 0 7.746589 7.746589 17.30425 7.736289
1052 14.51033 1.996966 15.20336 0.2794 7.674253 0.8158788 7.112 3.925903 3.925903 4.273651 0.1224096
1053 0 0 0.03331148 0 0 1.724121 0 0.03945631 0.03945631 0.3870476 0
1054 0 0 0 0 0 0 0 0 0 0 0
1055 0 0 0 0 0 0 0 0 0 0 0
1056 0 0 0 0 0 0 0 0.04603236 0.04603236 0.1290159 0
1057 0 0 0 0 0 0 0 0 0 0 0
1058 0 0 0 0 0 0 0 0 0 0.1290159 0
1059 0 0.2627586 0 0 0 0 0 0 0 0 0
1060 0 0 0 0 0 0 0 0 0 0 0
1061 0 0 0 0 0 0 0 0 0 0 0
1062 0 0 0 0 0 0 0 0 0 0 0
1063 0 0 0 0 0 0 0 0 0 0 0
1064 0 0 0 0 0 0 0 0.06576052 0.06576052 0.7740953 0
1065 0.04618182 0 0 0 0 0 0 0 0 0 0
1066 0 0 0 0 0 0 0 0 0 0 0
1067 0 0 0 0 0 0 0 0 0 0 0
1068 0 0 0 0 0 0 0 0 0 0 0
1069 0 0 0 0 0 0 0 0 0 0 0
1070 0 0 0 0 0 0 0 0 0 0 0
1071 0.8774546 17.39462 0.8128 2.3876 2.56466 0.1385455 1.570182 6.622084 6.622084 17.33651 5.594121
1072 0 0 0 0 0 0 0 0 0 0 0
1073 0 0 0 0 0 0 0 0 0 0 0
1074 0 0 0 0 0 0 0 0 0 0 0
1075 0 0 0 0 0 0 0 0 0 0 0
1076 0 0 0 0 0 0 0 0 0 0 0
1077 0 0 0 0 0 0 0 0 0 0 0
1078 0 0 0 0 0 0 0 0 0 0 0
1079 0 0 0 0 0 0 0 0 0 0 0
1080 0 0 0 0 0 0 0 0 0 0 0
1081 0 0 0 0 0 0 0 0 0 0 0
1082 0 0 0 0 0 0 0 0 0 0 0
1083 0 0 0 0 0 0 0 0 0 0 0
1084 0 0 0 0 0 0 0 0 0 0 0
1085 0 0 0 0 0 0 0 0 0 0 0
1086 0 0 0 0 0 0 0 0 0 0 0
1087 0 0 0 0 0 0 0 0 0 0 0
1088 0 0 0 0 0 0 0 0 0 0 0
1089 0 0 0 0 0 0 0 0 0 0 0
1090 0 0 0 0 0 0 0 0 0 0 0
1091 0 0 0 0 0 0 0 0 0 0 0
1092 0 0 0 0 0 0 0 0 0 0 0
1093 0 0 0 0 0 0 0 0 0 0 0
1094 0 0 0 0 0 0 0 0 0 0 0
1096 0 0 0 0 0 0 0 0 0 0 0
1097 0 0 0 0 0 0 0 0 0 0 0
1098 0 0 0 0 0 0 0 0 0 0 0
1099 0 0 0 0 0 0 0 0 0 0 0
1100 0 0 0 0 0 0 0 0 0 0 0
1101 0 0 0 0 0 0 0 0 0 0 0
1102 0 0 0 0 0 0 0 0 0 0 0
1103 0 0 0 0 0 0 0 0 0 0 0
1104 0 0 0 0 0 0 0 0 0 0 0
1105 0 0 0 0 0 0 0 0 0 0 0
1106 0 0 0 0 0 0 0 0 0 0 0
1107 0 0 0 0 0 0 0 0 0 0 0
1108 0 0 0 0 0 0 0 0 0 0 0
1109 0 0 0 0 0 0 0 0 0 0 0
1110 0 0 0 0 0 0 0 0 0 0 0
1111 0 0 0 0 0 0 0 0 0 0 0
1112 0 0 0 0 0 0 0 0 0 0 0
1113 0 0 0 0 0 0 0 0 0 0 0
1114 0 0 0 0 0 0 0 0 0 0 0
1115 0 0 0 0 0 0 0 0 0 0 0
1116 0 0 0 0 0 0 0 0 0 0 0
1117 0 0 0 0 0 0 0 0 0 0 0
1118 0 0 0 0 0 0 0 0 0 0 0
1119 0 0 0 0 0 0 0 0 0 0 0
1120 0 0 0 0 0 0 0 0 0 0 0
1121 0 0 0 0 0 0 0 0 0 0 0
1122 0 0 0 0 0 0 0 0 0 0 0
1123 0 0 0 0 0 0 0 0 0 0 0
1124 0 0 0 0 0 0 0 0 0 0 0
1125 0 0 0 0 0 0 0 0 0 0 0
1126 0 0 0 0 0 0 0 0 0 0 0
1127 0 0 0 0 0 0 0 0 0 0 0
1128 0 0 0 0 0 0 0 0 0 0 0
1129 0 0 0 0 0 0 0 0 0 0 0
1130 0 0 0 0 0 0 0 0 0 0 0
1131 0 0 0 0 0 0 0 0 0 0 0
1132 0 0 0 0 0 0 0 0 0 0 0
1133 0 0 0 0 0 0 0 0 0 0 0
1134 0 0 0 0 0 0 0 0 0 0 0
1135 0 0 0 0 0 0 0 0 0 0 0
1136 0 0 0 0 0 0 0 0 0 0 0
1137 0 0 0 0 0 0 0 0 0 0 0
1138 0 0 0 0 0 0 0 0 0 0 0
1139 0 0 0 0 0 0 0 0 0 0 0
1140 0 0 0 0 0 0 0 0 0 0 0
1141 0 0 0 0 0 0 0 0 0 0 0
1142 0 0 0 0 0 0 0 0 0 0 0
1143 0 0 0 0 0 0 0 0 0 0 0
1144 0 0 0 0 0 0 0 0 0 0 0
1145 0 0 0 0 0 0 0 0 0 0 0
1146 0 0 0 0 0 0 0 0 0 0 0
1147 0 0 0 0 0 0 0 0 0 0 0
1148 0 0 0 0 0 0 0 0 0 0 0
1149 0 0 0 0 0 0 0 0 0 0 0
1150 0 0 0 0 0 0 0 0 0 0 0
1151 0 0 0 0 0 0 0 0 0 0 0
1152 0 0 0 0 0 0 0 0 0 0 0
1153 0 0 0 0 0 0 0 0 0 0 0
1154 0 0 0 0 0 0 0 0 0 0 0
1155 0 0 0 0 0 0 0 0 0 0 0
1156 0 0 0 0 0 0 0 0 0 0 0
1157 0 4.869793 0.6395803 1.1176 0 4.110182 0.4002424 0.06576052 0.06576052 0 1.787181
1158 0 0 0 0 0 0 0 0 0 0 0
1160 0 0 0 0 0 0 0 0 0 0 0
1161 0 0 0 0 0 0 0 0 0 0 0
1162 0 0 0 0 0 0 0 0 0 0 0
1163 0 0 0 0 0 0 0 0 0 0 0
1164 0 0 0 0 0 0 0 0 0 0 0
1165 0 0 0 0 0 0 0 0 0 0 0
1166 0 0 0 0 0 0 0 0 0 0 0
1167 0 0 0 0 0 0 0 0 0 0 0
1168 0 0 0 0 0 0 0 0 0 0 0
1169 0 0 0 0 0 0 0 0 0 0 0
1170 0 0 0 0 0 0 0 0 0 0 0
1171 0 0 0 0 0 0 0 0 0 0 0
1172 0 0 0 0 0 0 0 0 0 0 0
1173 0 0 0 0 0 0 0 0 0 0 0
1174 0 0 0 0 0 0 0 0 0 0 0
1302 1.138844 1.116724 0.8304551 1.8288 0.1390835 0.0738909 0.3024909 1.704513 1.704513 0.3604381 0.4590361
1303 2.777836 3.51571 0.9393836 0.48387 0.03551068 0.3163454 0.6834909 1.482571 1.482571 0.2419047 0.8152482
1304 4.333702 0.7541172 1.363106 0.17526 2.121763 0.1616364 0.2008909 1.348419 1.348419 0.1886857 0.04223132
1305 5.637414 0.7698827 4.215234 0 5.338439 0.09005454 5.340927 1.308963 1.308963 0.007257142 0
1306 1.343891 0.7199586 0.1269167 0.44196 1.67788 0.2262909 1.632527 0.03353786 0.03353786 0 0.1891229
1307 0.6109854 0.5202621 0.4926767 0.09524999 0.008877669 0.8312727 0.2655454 0.1519068 0.1519068 0.002419047 0.01836144
1308 3.168073 0.1576552 4.390453 0.3556 19.57033 6.419273 11.91491 5.491003 5.491003 0 0.07344579
1309 1.145309 0 0.4663607 0 0.07891262 0.5695758 0.7543031 0 0 0 0
1310 0.04618182 0 0 0 0 0 0 0 0 0 0
1311 5.828145 5.850759 1.012669 1.8796 0 0 0 6.043392 6.043392 1.209524 1.370988
1312 0.02770909 0 0.2065312 0 0 0.1847273 0 0.8943431 0.8943431 0 0
1313 9.070109 2.85531 3.244538 4.1402 0.8483107 5.926667 0.5387879 5.997359 5.997359 1.064381 0.330506
1314 20.24611 15.25752 26.00294 1.27 16.78866 7.496849 15.56327 10.25206 10.25206 0 1.27306
1315 2.770909 0.7707586 7.055371 2.4638 28.15208 2.801697 17.67224 3.919327 3.919327 2.35454 1.468916
1316 11.57316 24.12124 16.53582 5.0292 0.1183689 0 0.6619394 11.11353 11.11353 4.209143 1.738217
1317 6.410036 2.942897 7.421797 9.3726 2.840854 0 1.677939 8.279249 8.279249 2.999619 7.797494
1318 7.684655 1.383862 5.882807 0 7.654524 0.2770909 1.246909 1.091625 1.091625 0 0.1101687
1319 11.25913 3.223172 20.75971 0.2286 8.621204 0.8158788 15.25539 2.571236 2.571236 0.4838095 0.342747
1320 6.289964 22.93007 7.188616 7.6962 8.621204 3.201939 20.70485 5.918447 5.918447 1.886857 3.978313
1321 12.75542 1.979448 13.29128 9.0932 5.504155 0.03078788 5.772727 11.44891 11.44891 4.418794 2.754217
1322 9.411855 0 4.117298 0.8382 0.2170097 0 0.01539394 2.761942 2.761942 0.3386667 0.2693012
1323 0.06465455 2.995448 0.7861508 0.2286 0.07891262 0 0.2770909 0.05260842 0.05260842 0 3.011277
1324 0.1016 11.52634 2.618282 2.0574 0 0.9698182 1.462424 0.1841295 0.1841295 0 6.267374
1325 12.58916 0.6131035 1.45238 0.0508 4.932039 0.3540606 3.802303 0.05918447 0.05918447 0.5321905 0.01224096
1326 14.53804 29.81434 10.08005 4.9022 1.854447 0.2155152 1.277697 13.2902 13.2902 2.032 4.773976
1327 20.38465 9.021379 10.87287 11.5062 0.4734757 0 0.0769697 8.601476 8.601476 0 1.236337
1328 14.95367 21.52869 20.48656 3.302 14.34237 7.866303 23.90679 0.9666796 0.9666796 0.6289524 2.582843
1329 8.091055 2.417379 4.270531 0.8128 4.261282 0 0.6157576 5.925023 5.925023 2.048127 1.285301
1330 5.652655 0.9809655 1.985364 0 0.3156505 0.01539394 1.077576 6.760181 6.760181 5.596064 0.1468916
1331 3.315855 0.9108966 4.437089 0.508 12.64575 0 4.633576 6.010511 6.010511 0.1128889 0.7589398
1333 1.921164 2.312276 0.9793574 1.3208 0 0 0.1231515 2.81455 2.81455 1.596571 0.330506
1334 22.89695 16.90414 32.8118 0.508 31.76233 2.817091 34.59018 33.43265 33.43265 16.40114 0.3060241
1335 22.57367 35.54248 9.760262 8.0772 5.859262 0.1231515 9.959879 4.294162 4.294162 0.5321905 9.841735
1336 3.001818 5.850759 1.179226 26.4668 0.9074952 0.03078788 0.01539394 10.99516 10.99516 7.208762 7.075277
1337 22.01025 27.57214 7.08202 31.5976 4.300738 0.01539394 3.371273 29.11876 29.11876 18.19124 18.66747
1338 20.24611 47.19145 15.81629 19.4818 9.706252 0.01539394 8.666788 15.31562 15.31562 5.047746 35.86602
1339 14.85207 3.766207 20.78636 2.3622 21.16831 2.709333 12.57685 6.773333 6.773333 3.064127 2.644048
1340 15.0368 12.57738 23.74442 9.906 25.66633 6.342303 29.2023 4.978071 4.978071 0.06450794 10.16
1341 20.86495 22.84248 13.34458 19.2532 45.69041 11.00667 31.2343 12.46819 12.46819 2.612572 12.28993
1342 6.262255 5.097517 3.857469 0.9144 7.516427 0 5.310909 0.8943431 0.8943431 0.01612698 3.329542
1343 13.04175 0 0.6795541 30.4038 0.7496699 0 0.04618182 26.87632 26.87632 28.99632 19.69571
1344 27.29345 10.91324 16.44921 2.4638 18.46555 0.03078788 22.99855 11.40287 11.40287 13.91759 2.044241
1345 7.426036 20.28497 13.33791 7.1882 23.85134 4.294909 2.740121 13.65188 13.65188 3.451175 2.741976
1346 24.01455 3.310759 12.37188 24.7904 35.56986 9.174788 13.77758 11.5607 11.5607 12.9661 10.82101
1347 4.304146 2.452414 1.352446 0.3556 21.95744 5.495636 11.4223 6.806214 6.806214 13.85308 1.126169
1348 3.629891 10.87821 2.638269 0 0.1380971 0 0 2.840854 2.840854 0.08063492 1.199614
1349 0 0.08758621 0 1.6764 0 0 0 0.09864078 0.09864078 0 0.3672289
1350 11.91491 10.52786 2.098623 22.733 20.26082 1.139152 7.435273 8.640932 8.640932 2.467429 9.915181
1351 29.42705 26.57366 32.17889 15.2146 14.28318 7.296727 19.96594 16.861 16.861 1.902984 6.97735
1352 23.9776 37.94234 14.5771 22.7584 44.26998 5.449455 10.68339 6.332738 6.332738 4.289778 18.67971
1353 0.2124364 12.48979 1.105941 2.6416 0 2.863273 2.863273 0.07233657 0.07233657 0.2419048 4.933109
1354 23.37724 19.33903 11.75229 3.4544 24.46291 0.2155152 12.97709 18.86012 18.86012 3.870476 6.267374
1355 2.909455 2.119586 0.4397115 3.048 0 0.1847273 1.970424 10.08109 10.08109 4.273651 1.65253
1356 4.184073 9.914759 6.549036 5.5118 0.01972816 0.3232727 1.44703 18.76805 18.76805 17.99771 13.52627
1357 37.46269 41.27062 13.61773 0.4318 7.398058 0.246303 5.695758 11.79086 11.79086 2.757714 18.87557
1358 23.99607 11.43876 25.31006 27.6098 20.10299 11.86873 16.62545 19.37305 19.37305 1.403048 5.116723
1359 0.7666182 7.637517 0.2731541 6.5024 4.695301 4.248727 4.371879 2.683029 2.683029 0.01612698 0.3794699
1360 0.9513455 2.084552 0.4863476 1.6002 0 0 0.2155152 1.308634 1.308634 0.3709206 1.885108
1361 0.5264727 0 0.02664918 0 0 0 0 0.06576052 0.06576052 0 0
1362 2.355273 0.7357242 0.1065967 0 0 0 0 3.235418 3.235418 1.354667 0
1363 11.11135 1.051035 11.33923 1.7018 1.637437 2.278303 0.6773334 6.273553 6.273553 1.935238 2.374747
1364 12.01651 4.361793 8.394492 0 22.13499 4.418061 8.143394 3.373515 3.373515 0.3870476 0
1365 20.64327 11.08841 25.15683 0.7366 36.47736 4.956849 10.80655 9.798317 9.798317 0.2096508 1.236337
1366 22.50902 22.80745 12.39187 25.4762 5.681709 8.71297 8.081818 36.59573 36.59573 30.15746 18.66747
1367 10.69571 47.48924 19.70041 31.1658 6.056544 16.99491 11.88412 38.06219 38.06219 45.28457 25.02053
1368 7.047346 72.76662 3.750872 43.1292 2.347651 3.248121 1.801091 19.49142 19.49142 16.82044 64.52212
1369 7.980218 0 1.159239 0 0.09864078 0.3540606 0.9852121 2.788246 2.788246 0 0
1370 2.992582 0.3503448 0.1332459 2.7686 3.018408 0.03078788 0 9.890382 9.890382 2.467429 2.754217
1371 5.837382 0 0.3730885 0 2.308194 0 0.9082425 6.5629 6.5629 1.757841 0
1372 10.09535 2.084552 0.9860197 0.7112 0.1972816 1.724121 3.217333 14.46731 14.46731 16.11086 1.309783
1373 28.77127 15.01228 1.918741 6.2484 9.666796 2.478424 4.710546 1.5651 1.5651 1.032127 5.043277
1374 8.571346 9.792138 15.30995 1.4478 27.0473 1.770303 7.758546 4.110032 4.110032 0 0
1375 22.67527 2.417379 1.405744 0 3.215689 0 0.8004849 12.36298 12.36298 0.2419048 0.5263615
1376 17.86313 1.751724 12.99814 2.3114 0.2170097 0.03078788 0.6311515 11.71852 11.71852 0 0.2937831
1377 24.32858 9.652 3.837482 10.8966 1.676893 0 0.2309091 32.80135 32.80135 14.20787 10.24569
1378 39.08829 15.92317 14.14405 3.9878 40.79783 1.462424 12.05345 18.01181 18.01181 6.805587 0.8691085
1379 8.072582 5.044966 6.99541 6.4516 10.41647 10.29855 6.049818 3.110473 3.110473 2.660952 8.213687
1380 1.902691 23.45559 7.16863 21.1582 0.1972816 16.79479 7.927879 5.984207 5.984207 3.983365 20.71171
1381 3.870036 22.19434 3.204564 2.413 0 0.8312728 0.1385455 8.792181 8.792181 0 1.897349
1382 0.5357091 0.1751724 1.818807 0 5.444971 12.05345 8.789939 1.150809 1.150809 1.128889 0
