daysince2010 Centre Grand'Anse L'Artibonite Nippes Nord Nord-Est Nord-Ouest Ouest Port-au-Prince Sud Sud-Est
1857 0 0 0 0 0 0 0 0 0 0 0
1858 0 0 0 0 0 0 0 0 0 0 0
1859 0.09236364 0 0 0 0 0 0 0 0 0 0
1860 0 0 0 0 0 0 0 0 0 0 0
1861 0 0 0.04663607 0 0 0 0 0 0 0 0
1862 0 0 0 0 0 0 0 0 0 0 0
1863 2.124364 0 0 0 1.163961 0.1231515 0 0.3682589 0.3682589 0.01612698 0
1864 0.3048 0.05255173 0.07328525 0 0.5721165 0.4156364 0.3540606 0 0 0 0
1865 0.01847273 0 0 0 0.8483107 0 0 0 0 0 0
1866 0.02770909 0 0.113259 0 0 0 0.1693333 0.05260842 0.05260842 0.04838095 0
1867 0 0 0 0 0 0 0 0 0 0 0
1868 0 0 0 0 0 0 0 0 0 0 0
1869 0 0 0 0 0 0 0 0 0 0 0
1870 0 0 0 0 0 0 0 0 0 0 0
1871 0 0 0 0 0 0 0 0 0 0 0
1872 0 0 0 0 0 0 0 0 0 0 0
1873 0 0 0 0 0 0 0 0 0 0 0
1874 0 0 0 0 0 0 0 0 0 0 0
1875 1.080655 0.2977931 0 0 0 0 0 0.01972816 0.01972816 0 0
1876 0 0 0 0 0 0 0 0 0 0 0
1877 1.394691 0 0.4330492 0 0 0.1077576 0.01539394 0.256466 0.256466 0 0
1878 0 0 0 0 0 0 0 0 0 0 0
1879 0 0 0 0 0 0 0 0 0 0 0
1880 0 0 0 0 0 0 0 0 0 0 0
1881 0 0 0 0 0 0 0 0 0 0 0
1882 0 0 0 0 0 0 0 0 0 0 0
1883 0 0 0 0 0 0 0 0 0 0 0
1884 0 0 0 0 0 0 0 0 0 0 0
1885 0 0 0 0 0 0 0 0 0 0 0
1886 0 0 0 0 0 0 0 0 0 0 0
1888 0 0 0 0 0 0 0 0 0 0 0
1889 0 0 0 0 0 0 0 0 0 0 0
1890 0 0 0 0 0 0 0 0 0 0 0
1891 0 0 0 0 0 0 0 0 0 0 0
1892 0 0 0 0 0 0 0 0 0 0 0
1893 0 0 0 0 0 0 0 0 0 0 0
1894 0 0 0 0 0 0 0 0 0 0 0
1895 0 0 0 0 0 0 0 0 0 0 0
1896 0 0 0 0 0 0 0 0 0 0 0
1897 0 0 0 0 0 0 0 0 0 0 0
1898 0 0 0 0 0 0 0 0 0 0 0
1899 0 0 0 0 0 0 0 0 0 0 0
1900 0 0 0 0 0 0 0 0 0 0 0
1901 0.7850909 0.6306207 0.6129312 0.0254 0.3156505 0 0 0.01972816 0.01972816 0 0
1902 0.009236364 7.549931 0 0 0 0 0 0 0 0 1.089446
1903 2.078182 0 0.04663607 0 0 0 0 0.5260842 0.5260842 0 0
1904 0.1385455 0 0.07328525 0.0254 0 0 0 0 0 0 0
1905 0.1200727 0 0 0 0 0 0 0 0 0 0
1906 1.560945 0.1576552 0.03331148 0.4064 1.538796 0.4310303 1.44703 0.8680389 0.8680389 0 0
1907 0 0.01751724 0 0 0 0 0 0.3879871 0.3879871 0 0
1908 0.7943273 0 0.4330492 0 0 0 0.03078788 0 0 0 0
1909 0.4341091 0 0 0 0 0 0 0.03945631 0.03945631 0 0
1910 0 0 0 0 0 0 0 0 0 0 0
1911 0 0 0 0 0 0 0 0 0 0 0
1912 0 0.1051035 0.3797508 0.0762 0.887767 0 0.2001212 0.03288026 0.03288026 0 0
1913 13.18029 2.382345 1.065967 2.3368 0.631301 0.3386667 0.01539394 15.34193 15.34193 3.289905 0.6242892
1914 0.2770909 2.137103 1.245849 1.1684 0 0.1847273 1.123758 7.832078 7.832078 3.338286 0
1915 0.7758546 0 0.5996066 0.0254 0 2.032 0 7.575612 7.575612 0.999873 0
1916 0.9790546 0 0.2864787 0 0.4537476 0.01539394 0.0769697 0 0 0 0
1917 0.02770909 0.07006897 0 0 0.03945631 0 0 0.7825502 0.7825502 0 0
1918 1.616364 0 1.372433 0 0 0 0 3.537916 3.537916 0.01612698 0
1919 0.1847273 0 0 0 0.01972816 0 0 1.006136 1.006136 0.08063492 0
1920 0.3140364 0 0.03331148 0 0 0 0 0.04603236 0.04603236 0 0
1921 0.2678546 0 0 0 0 0 0 0.03945631 0.03945631 0 0
1922 6.262255 0 0.8128 0 0 0 0 2.183249 2.183249 3.322159 0.01224096
1923 5.551055 0.508 1.765508 0.1016 3.472155 0.9082425 0.06157576 0.7430939 0.7430939 0.7095873 0
1924 2.964873 2.399862 2.271843 0.0254 0.1380971 0 0.246303 0.8022783 0.8022783 0.1290159 0
1925 0 0 0 0 0.01972816 0 0.03078788 0 0 0 0
1926 1.588655 0.2802759 3.151266 0 0.01972816 0 0.2309091 4.886007 4.886007 0.4031746 0
1927 0.8405091 0.03503448 0 0 0.05918447 0 0 2.28189 2.28189 0 0
1928 4.959927 0 0.3797508 0 0.2761942 0 0.2155152 0.02630421 0.02630421 0 0
1929 0.8220364 0.08758621 0 0.1778 0 0 0 1.479612 1.479612 1.822349 1.664771
1930 0.1016 0 0 0 0 0 0 0 0 0 0
1931 2.152073 0 0.01332459 0 0 0.1385455 0 4.886007 4.886007 0 0
1932 0.2493818 0 0.3597639 0 0 0 1.44703 0.1972816 0.1972816 0.2580318 0
1933 1.542473 7.234621 0 2.8448 0.05918447 0 0.1385455 1.24945 1.24945 0.2096508 0.2325783
1934 0.3971636 0 0.04663607 0 0 0 0 0.2170097 0.2170097 0 0
1935 6.936509 0 1.605613 0 3.768078 0 0.8774546 0.756246 0.756246 0 0
1936 1.690255 0 1.752184 0 0 0 0.3694546 2.84743 2.84743 1.983619 0
1937 0 0 0 0 0 0 0 0 0 0 0
1938 0 0 0 0 0 0 0 0 0 0 0
1939 2.503055 0 0 0 0 0 0 0.2893463 0.2893463 0 0
1940 0 0 0 0 0 0 0 0.2827702 0.2827702 0 0
1941 0 0 0 0 0.256466 0 0 0 0 0 0
1942 0.3786909 0 0 0 0.07891262 0 0 0 0 0 0
1943 0 0 0 0 0 0 0 0 0 0 0
1944 0 0 0.2798164 0 0 0 0.03078788 0.03288026 0.03288026 0 0
1945 0 0 0 0 0 0 0 0 0 0 0
1946 0 0 0 0 0 0 0 0 0 0 0
1947 0 2.34731 0 1.3716 0 0 0 0 0 0 0.01224096
1948 0.009236364 0 0 0 2.801398 0.9852122 0.261697 0 0 0 0
1949 0 0 0 0 0 0 0 0 0 0 0
1950 0 0 0 0 0 0 0 0 0 0 0.02448193
1951 0.7666182 0 0.01332459 0 4.754485 0 0 0 0 0 0
1952 0.07389091 0 0.07994754 0 0.5326602 0.09236364 0.04618182 0 0 0 0
1953 0 0 0 0 0 0 0.03078788 0 0 0 0
1954 0.1477818 0 0 0 0.7102136 0 0.1693333 0 0 0 0
1955 0.03694546 0 0.07328525 0 9.62734 0 2.770909 0.006576052 0.006576052 0 0
1956 0.7112 0 4.73023 0 23.43705 0.1539394 10.94509 2.59754 2.59754 1.532064 0
1957 1.3208 0 0.2398426 0 2.919767 0 0.4618182 0 0 0 0
1958 3.611418 0 0.226518 0 5.721165 0.01539394 1.293091 0 0 0 0
1959 2.835564 0 0.07994754 0 0 0 0 0.5984207 0.5984207 0 0
1960 0.4895273 0.3678621 0.9127344 0.0254 0.1380971 0.7235152 0.0769697 0.4077152 0.4077152 0.01612698 0
1961 7.906327 12.96276 2.245194 4.5212 6.135456 1.216121 1.831879 15.64443 15.64443 6.112127 1.934072
1962 19.44255 17.21945 15.64307 19.7612 8.226641 0 1.077576 16.36779 16.36779 2.338413 4.174169
1963 10.42785 2.73269 0.3331148 0.635 0 0 0 9.298537 9.298537 0.6128254 0
1964 1.071418 1.979448 0.8327869 0.889 1.28233 0 2.262909 6.043392 6.043392 0.3064127 0
1965 30.11055 4.431862 46.62274 13.1318 36.55627 5.526424 31.41903 25.96225 25.96225 13.09511 8.225928
1966 30.62778 4.186621 7.255239 1.8288 20.26082 6.249939 6.388485 11.60016 11.60016 0.1451429 0.342747
1967 0.8128 0.05255173 0.1265836 0 2.860583 0.01539394 0.1077576 0.1644013 0.1644013 0 0.04896386
1968 5.800436 0 0.4064 0 0.1578252 0 0.01539394 3.386667 3.386667 0.4193016 0
1969 0.3140364 0 0.1065967 0 5.957903 0 0.9698182 0.881191 0.881191 0.09676191 0.02448193
1970 3.482109 2.645104 0.6928787 1.016 0.7496699 0 0.01539394 1.321786 1.321786 1.790095 0.08568675
1971 0.6373091 0.3328276 0.05329836 0 0 0 0 3.590524 3.590524 2.257778 0.03672289
1972 0 0.2627586 0.3064656 0 0 0 0 1.242874 1.242874 0.04838095 0.2325783
1973 11.2776 3.573517 0.1932066 0.254 4.754485 0.4618182 1.108364 4.300738 4.300738 0.06450794 0.01224096
1974 2.447636 0.03503448 0.2465049 0.2794 1.578252 0 0 4.208673 4.208673 2.048127 0.06120482
1975 3.537527 0.8758621 1.758846 3.175 9.291961 0.0769697 0.6619394 3.084168 3.084168 1.757841 1.432193
1976 10.94509 1.051035 10.5131 0.4064 37.18757 9.405697 20.22764 4.34677 4.34677 0.6612064 0.8935904
1977 5.153891 0 0 0 5.12932 0 0.5849697 0 0 0.04838095 0
1978 3.472873 0.01751724 0.1598951 0 23.14113 0.2770909 4.217939 0 0 0 0.2080964
1979 1.893455 0.7882759 0 0.3556 4.024544 0.1231515 0.3694546 0 0 0 0.4406747
1980 4.091709 0.01751724 7.754912 0 3.551068 5.033818 4.294909 1.380971 1.380971 0.01612698 0
1981 6.437746 0.2977931 5.389797 0 18.48528 8.866909 45.18121 0.2959223 0.2959223 0.1935238 0.06120482
1982 0.9605818 0.08758621 1.778833 0 4.182369 10.56024 1.031394 0.5786926 0.5786926 0.03225397 0.01224096
1983 3.491345 0.3153104 0.01998689 0.1524 2.643573 0.2001212 0.5387879 0.2170097 0.2170097 0.4193016 1.199614
1984 2.216727 0 0.05996066 0 1.006136 0.1385455 0.2001212 0 0 0.08063492 0
1985 4.479636 1.348828 2.365115 0.0508 0.1775534 0.6311515 0.3386667 0.2433139 0.2433139 0 0.08568675
1986 2.179782 1.804276 0.5996066 0.1524 0 0 0 1.972816 1.972816 0.3064127 0.2570602
1987 10.43709 2.294759 4.856813 0 41.82369 0 5.603394 1.196841 1.196841 0.5805714 0
1988 6.012873 0.2802759 1.705548 0 1.775534 2.001212 0 0.2367379 0.2367379 0 0.5263615
1989 14.732 0.3153104 0.4996721 0 4.81367 0.6003637 3.463636 0.03288026 0.03288026 0 0.04896386
1990 12.95862 0 0.3064656 0 0 0 1.44703 0.05918447 0.05918447 0 0
1991 4.867564 1.121103 0.7794885 2.2352 1.49934 2.478424 1.062182 5.254265 5.254265 0 0.04896386
1992 1.163782 0 0.05996066 0 0.4734757 0 0.1385455 0 0 0 0
1993 25.92647 0.03503448 14.63706 0 9.41033 0 2.770909 1.571676 1.571676 0 0
1994 28.69738 2.032 11.16601 1.3208 7.891262 1.693333 4.418061 9.199897 9.199897 0.5644445 0.1346506
1995 14.76895 0.578069 0.06662295 0 0 0 0 1.31521 1.31521 0.6773334 0
1996 2.558473 2.417379 0.7128656 6.9088 1.972816 0 0.01539394 11.83689 11.83689 5.725079 1.701494
1998 0 0 0 0 1.223146 0 0 0 0 0 0
1999 1.616364 0.5955862 0.1199213 0 0 0 0 0.07891262 0.07891262 0 0
2000 1.173018 0.01751724 0.6462426 0.1524 0.2170097 0 1.139152 0.5984207 0.5984207 0.01612698 0
2001 0 0 0 0 0 0 0 0 0 0 0
2002 0 0 0 0 0 0 0 0 0 0 0
2003 0 0 0 0 0 0 0 0 0 0 0
2004 0.6003637 0 1.512341 0 2.604117 0.4464243 2.801697 0 0 0 0
2005 4.516582 0 1.672236 0 0 0 0 0.07233657 0.07233657 0 0
2006 0.8959273 2.154621 0.2131934 0.2032 0.631301 0.01539394 0.2001212 0.7036376 0.7036376 0.01612698 0.9915181
2007 18.14022 0 17.4219 0 18.52474 0.03078788 13.06945 1.400699 1.400699 0 0
2008 0 0 0 0 0 0 0 0 0 0 0
2009 0 0 0 0 0 0 0 0 0 0 0
2010 0 0 0 0 0.05918447 0 0 0 0 0 0
2011 0.1847273 0 0.02664918 0 0 0 0 0 0 0 0
2012 6.5024 19.79448 0.2998033 10.3378 0 0 0 19.09685 19.09685 6.773333 5.165687
2013 5.661891 0.4204138 1.052643 0 4.064 0.0769697 0.0769697 0.2235858 0.2235858 0 0
2014 5.4864 0.3153104 2.11861 0.0254 0 0.01539394 0.01539394 0.2235858 0.2235858 0 0.01224096
2015 0.4987637 0.03503448 0.1932066 1.2446 4.004816 0 0.1077576 2.327922 2.327922 3.612444 1.260819
2016 12.89396 25.54014 6.529049 15.9512 8.917126 4.402667 4.402667 3.117049 3.117049 0 2.631807
2017 9.439564 9.021379 9.233941 8.2804 18.44583 8.55903 10.31394 7.016647 7.016647 0.9514921 4.676048
2018 0.2678546 0 0.113259 0 1.578252 0 0.1231515 0.1644013 0.1644013 0.04838095 0.354988
2019 3.916218 11.66648 5.629639 17.2466 8.305554 6.927273 11.14521 6.747029 6.747029 5.467048 20.91981
2020 0.5541818 1.979448 0.1732197 4.6228 0 4.356485 0.2155152 0.3485308 0.3485308 0.06450794 3.451952
2021 25.28916 0.6656552 1.958715 1.6764 2.327922 0.0769697 1.246909 0.4208673 0.4208673 0.1128889 0.02448193
2022 8.829964 3.205655 7.914807 0.889 35.3134 0.1693333 16.44073 0.1052168 0.1052168 0 0.4161928
2023 18.70364 17.55228 36.9291 0.0508 20.85266 13.28497 31.78848 9.055223 9.055223 0.09676191 0.4651566
2024 1.3208 2.032 0.179882 0.5842 0 0 0 1.242874 1.242874 0 0
2025 0.3417455 2.504966 0 0.127 0 0 0 0.631301 0.631301 0 0
2026 0.1939636 8.636 0 3.6068 0 0 0 0.3616829 0.3616829 0 1.407711
2027 0.4248727 0 0 0 0 0 0 1.111353 1.111353 0.3870476 0
2028 15.00909 3.012966 19.12079 0 18.30773 5.588 8.374303 1.985968 1.985968 0 0.2325783
2029 23.81135 7.690069 38.69461 2.413 32.80792 12.93091 27.38582 7.34545 7.34545 0 0.8201446
2030 1.209964 0.4554483 0 0.0254 5.405515 0.4002424 0.6157576 0.03945631 0.03945631 0.1290159 0.1591325
2031 13.29113 0.01751724 15.17005 0 21.10913 0.7543031 15.16303 0.03288026 0.03288026 0 0.2570602
2032 0 0 0.006662295 0 0 0 0.5541818 0 0 0 0
2033 0 0 0 0 0 0 0 0 0 0 0
2034 0 0 0 0 0 0 0 0 0 0 0
2035 0.7296728 0 0.01332459 0 0 0 0 0.07233657 0.07233657 0 0
2036 12.28436 4.904828 8.614348 1.3716 7.220505 0 4.017818 3.406395 3.406395 0 0.01224096
2037 6.548582 0 8.414479 0 19.98462 0.03078788 21.48994 0.5852686 0.5852686 0 0
2038 1.2192 5.693104 1.525666 2.921 12.56684 0.2155152 12.00727 0.006576052 0.006576052 0 0.1836145
2039 8.442036 2.417379 12.92485 6.4516 9.528699 0 2.647758 13.4283 13.4283 2.51581 15.52154
2040 0 11.56138 0 4.318 0 0 0 0 0 0 9.927422
2041 2.715491 0 1.065967 0 11.36342 0 5.418667 0 0 0 0
2042 13.45738 0 3.737548 0 0 0.01539394 0 3.478731 3.478731 0.2580318 0
2043 12.43215 8.145517 0.7794885 1.8288 0 0 0 15.96665 15.96665 8.386032 3.42747
2044 30.61855 4.992414 11.41251 2.0574 0.2367379 0.6311515 0.2001212 19.20865 19.20865 2.225524 0
2045 18.60204 3.853793 2.511685 0 24.95612 0 12.48448 0.2038576 0.2038576 0 0.02448193
2046 11.25913 8.022897 7.834859 4.7498 14.61856 3.201939 9.313333 6.996919 6.996919 0.4031746 0.8568675
2047 4.064 0.4028966 4.616971 0.3302 3.472155 2.940242 1.924242 0 0 0 0.2570602
2048 9.652 3.450897 6.728918 0.2286 6.549748 0.8774546 4.402667 3.636557 3.636557 0 0
2049 13.22647 0 19.29401 0 19.84652 3.448242 16.24061 1.558524 1.558524 0 0
2050 40.29825 0.7006897 22.46526 0.1524 15.66416 18.96533 21.18206 13.69134 13.69134 0.01612698 0
2051 8.746836 1.961931 10.33322 0 4.083728 4.587394 4.802909 2.005696 2.005696 0 0
2052 9.051636 0.6481379 9.906833 0.5334 2.446291 0.03078788 0.01539394 2.209553 2.209553 0 0
2053 25.46465 6.831724 1.159239 3.3274 0.01972816 0.03078788 0 17.4923 17.4923 6.483048 2.448193
2054 9.735127 7.024414 5.716249 1.8542 21.8588 4.972242 23.53733 6.615508 6.615508 0.03225397 0.01224096
2055 0 0.3678621 0.006662295 0 0 0.6773333 0 0 0 0 0
2056 2.521527 0 0 0 0.03945631 0 0 0 0 0 0
2057 27.16415 0.1576552 16.06946 0.4064 1.28233 0.769697 3.325091 15.70361 15.70361 0.3870476 0
2058 0.7389091 0.4028966 0.01332459 0.2032 0 0.1539394 2.262909 2.617269 2.617269 0.5483175 0
2059 12.42291 9.616966 10.21996 22.2504 0.8088544 0.8928485 6.804121 2.525204 2.525204 3.580191 5.006554
2060 13.99309 16.95669 7.828197 15.8496 0.374835 1.231515 1.108364 17.00567 17.00567 1.757841 4.210892
2061 0 2.329793 0 0.0508 0 0 0 0 0 0 0.1224096
2062 11.67476 0.07006897 6.335843 0 4.892583 0 11.14521 1.670317 1.670317 0 0
2063 1.246909 0.2277241 10.70631 0 24.93639 13.76218 16.33297 7.470395 7.470395 0 0
2064 0.2493818 0.1401379 0 0.254 0 0 0 0 0 0 0
2065 41.32349 4.642069 48.16839 10.8712 50.68163 18.288 37.36109 43.34276 43.34276 35.20521 8.238169
2066 14.68582 9.722069 5.842833 8.8138 6.135456 1.108364 2.693939 1.670317 1.670317 0 7.36906
2067 31.47753 0 42.69199 0.1016 32.63037 3.63297 23.53733 10.77815 10.77815 0.7579683 0.2080964
2068 3.897746 0.9809655 0.8194623 0 27.73779 0 4.094788 0 0 0 0
2069 12.36749 11.22855 14.6837 0.6604 39.31821 6.419273 11.53006 8.443651 8.443651 0.6612064 4.82294
2070 14.90749 46.54331 30.49999 17.272 36.39845 0.6773334 8.035636 11.8895 11.8895 9.99873 8.348337
2071 2.272146 10.12497 0.9660328 0.3302 0 2.401455 0.3540606 0.374835 0.374835 0 0.1713735
2072 0.6188364 0 2.538334 0 0.7891262 0.4310303 0.9082424 0 0 0 0
2073 10.19695 6.218621 1.339121 1.3462 0.5326602 1.123758 2.10897 13.44145 13.44145 0.5483175 0.5508434
2074 16.23753 7.252138 13.27129 3.2004 6.530019 8.728364 5.880485 18.84039 18.84039 0.9192381 0.02448193
2076 0 4.642069 0.05329836 6.9342 0.8680389 0.01539394 0 2.801398 2.801398 2.225524 12.95094
2077 0.4618182 0.437931 0 0.762 0 0 0 1.74923 1.74923 1.354667 0.02448193
2078 6.511636 0.7182069 0 0.508 0.09864078 0 0 0.7891262 0.7891262 0 0.7344579
2079 12.33978 4.782207 4.330492 0.1016 2.130641 0.0769697 2.201333 3.215689 3.215689 2.096508 2.386988
2080 25.15062 24.7869 14.82361 13.4112 5.918447 1.370061 3.679152 25.65318 25.65318 5.628318 16.39065
2081 3.980873 13.75103 3.277849 0 11.75798 3.756121 19.68885 0.5458123 0.5458123 0 0.2203374
2082 3.463636 15.06483 3.83082 0.4064 19.07713 5.480243 0.9236364 0.7693981 0.7693981 0 1.126169
2083 0.01847273 4.554483 0.006662295 1.1176 0 0 0.03078788 0.05260842 0.05260842 0.1128889 0
2084 30.8864 8.040414 43.04509 10.4648 63.72194 0.9390303 31.54218 13.06004 13.06004 0.6450794 3.892627
2085 4.895273 3.170621 14.74366 0 39.27876 19.84279 49.58388 0.09864078 0.09864078 0 0.7466988
2086 2.447636 5.412828 2.924748 0.9398 5.56334 3.278909 6.17297 1.834718 1.834718 0 1.860627
2087 0.2493818 1.418897 7.694951 0 8.719845 0.7850909 1.831879 0.7233657 0.7233657 0 0
2088 9.005455 3.591035 3.837482 9.906 1.519068 0.261697 0.8004849 21.03021 21.03021 14.6433 1.983036
2089 30.14749 12.12193 12.63171 0.1524 3.787806 2.232121 11.11442 27.59311 27.59311 2.918984 6.561157
2090 23.82982 18.09531 8.021403 19.431 6.155185 7.604606 3.325091 30.15777 30.15777 14.15949 2.399229
2091 26.13891 15.80055 12.31192 22.098 1.124505 1.154545 5.218546 57.501 57.501 19.57816 11.43306
2092 14.49185 25.45255 7.988092 3.8862 7.437515 0.508 8.55903 24.09465 24.09465 13.48216 9.303133
2093 1.089891 2.119586 0.05329836 1.0922 0 0.9082425 0 0.01972816 0.01972816 0 0.685494
2094 0.1477818 0.07006897 0.006662295 0 0 0 0 0 0 0 0.06120482
2095 0.7758546 0.07006897 0.2664918 0.7112 0 0 0.09236364 1.834718 1.834718 0.3064127 0.08568675
2096 0.3232727 0.8758621 4.090649 0.1778 0.3945631 0.3694546 0.3848485 1.492764 1.492764 0.3709206 0.1836145
2097 4.331855 0.1401379 3.16459 0.762 5.859262 0 2.801697 7.227081 7.227081 2.870603 2.705253
2098 6.253018 11.59641 44.2443 5.0546 29.2174 61.16012 41.54824 11.15298 11.15298 4.660698 3.329542
2099 12.91244 112.6534 62.05262 49.4284 39.33794 110.9133 62.39164 17.10431 17.10431 13.01448 70.74053
2100 5.098473 18.13034 57.66216 45.0596 15.30905 131.4642 63.83867 20.0175 20.0175 29.0447 55.73311
2101 0 1.068552 0.3664262 0.0254 0.2959223 9.698182 0.0769697 0 0 0 0.5018795
2102 0.03694546 0 0 0 0 0 0 0 0 0 0
2103 0.8128 0.4729655 0 0.6858 15.21041 0 0.2309091 0 0 0 3.317301
2104 0 0 0 0 0 0 0 0 0 0 0
2105 1.209964 4.028966 0.4663607 0.1524 3.057864 0.3386667 1.677939 0.1578252 0.1578252 0 0.6610121
2106 5.828146 4.25669 6.5024 3.6068 9.055223 12.62303 24.79964 0.6707573 0.6707573 0 1.199614
2107 9.919855 19.54924 28.38804 17.7292 45.69041 2.278303 22.07491 17.67643 17.67643 3.257651 0.3917109
2108 14.9352 4.624552 3.6576 3.2004 29.29631 0.7081212 17.47212 14.30949 14.30949 7.918349 8.678843
2109 0 0.578069 0.6728918 0 0 0 0 0.1578252 0.1578252 0 0.06120482
2110 1.4224 0.6306207 0.03331148 0 0.03945631 0 0 0.4932039 0.4932039 0 0.07344579
2111 0 0 0.01332459 0 0 0.4310303 0.0769697 0 0 0 0
2112 0 0.01751724 0 0.0254 0 0 0 0.05918447 0.05918447 0 0
2113 6.890327 17.55228 3.577653 10.7696 0.1972816 1.09297 1.724121 7.509851 7.509851 13.19187 8.030072
2114 57.28393 3.170621 35.82316 1.143 23.65406 5.187758 37.51503 26.63959 26.63959 22.15848 1.591325
2115 2.179782 5.290207 0.1399082 0.762 0 0.03078788 0.2001212 1.709774 1.709774 1.757841 3.035759
2116 20.24611 1.734207 3.311161 0.7874 0.1183689 0.04618182 0.261697 20.50413 20.50413 15.73994 0.5141205
2117 13.4112 4.852276 3.038007 1.2954 11.38315 1.785697 7.312121 8.871094 8.871094 7.499048 5.214651
2118 12.38596 0.9108966 5.216577 10.8204 55.41639 38.14618 18.48812 3.945631 3.945631 0.1128889 1.799422
2119 1.071418 0.05255173 0.006662295 0.254 0.3156505 1.44703 0 0.1972816 0.1972816 0.01612698 0.04896386
2120 0.01847273 2.469931 0.4596984 0.127 0.01972816 0.3694546 0 0.1380971 0.1380971 0.6128254 0.1224096
2121 1.579418 38.83572 0.8860853 8.5344 8.680389 2.232121 2.278303 5.273994 5.273994 1.33854 8.079036
2122 1.089891 3.923862 0.2398426 5.4864 0 0 0 1.992544 1.992544 0.08063492 0.7466988
2123 0 0 0 0.3556 0 0 0 0.03945631 0.03945631 0 1.579084
2124 0 0.648138 0.006662295 0 0 0 0.1231515 0.1907055 0.1907055 0.1128889 0.01224096
2125 4.516582 0.1226207 1.272498 0 5.484427 0 0.4464243 0.4471715 0.4471715 0.03225397 2.178892
2126 0 3.766207 0 0.8636 0 0 0 0 0 0 1.640289
2127 0 1.20869 0 0.3302 0 0 0 3.182809 3.182809 2.483556 0.2693012
2128 0.5911273 0.3678621 0.006662295 0.2794 4.616388 0 1.139152 3.912751 3.912751 0.7579683 0.1224096
2129 7.241309 1.751724 0.2398426 1.4986 3.629981 0 0.3386667 12.62602 12.62602 6.692698 0.7222169
2130 9.356436 10.98331 11.35255 7.7216 3.018408 0.06157576 0.8158788 6.510291 6.510291 1.225651 0.7344579
2131 0 9.792138 0 4.064 0 2.262909 0.1077576 0 0 0 11.88598
2132 9.661236 35.40234 3.697574 12.1412 1.400699 1.985818 3.802303 3.702317 3.702317 0.2096508 18.94901
2133 0 13.62841 0.02664918 3.3782 0 2.355273 0 0 0 0.04838095 13.73436
2134 0 0.3853793 0 0.0508 0 0 0 2.775094 2.775094 5.321905 0
2135 5.643418 1.471448 2.178571 7.112 5.800078 0 0.2309091 2.327922 2.327922 0.03225397 0.5753253
2136 0.1754909 0.01751724 0.2198557 0.0762 0.09864078 1.200727 1.046788 0.0131521 0.0131521 0 0
2137 0 0.05255173 0.6329181 0 0 2.770909 0.3540606 0 0 0 0
2138 0.7481455 0.3328276 0.1732197 0.6858 0 0 0 2.505476 2.505476 2.88673 1.689253
2139 0.8774546 4.817241 0.01332459 2.3368 1.440155 2.124364 0.06157576 0.3945631 0.3945631 0.3870476 1.199614
2140 0 0.4204138 0 0 0 0 0 0 0 0 0.2448193
2141 0.1939636 0.7006897 0.1465705 0.0762 1.203418 1.293091 7.065818 2.577812 2.577812 0 0.02448193
2142 0 0 0 0 0 0.0769697 0 0 0 0 0
2143 0.01847273 3.433379 0.08660984 1.8288 0 0 0 0.1052168 0.1052168 0 1.77494
2144 1.191491 0 2.005351 0 0 3.032606 0.03078788 0.5129321 0.5129321 0 0
2145 0.9144 0 5.263213 2.7432 2.860583 23.35261 6.111394 1.571676 1.571676 0.01612698 0.9670362
2146 1.921164 9.091448 18.13477 0.7874 12.56684 29.69491 21.39758 1.926783 1.926783 1.419175 2.631807
2147 0 0 0.2398426 0 0 0 0.508 0 0 0 0
2148 0.05541818 0.4204138 0 0 0 0 0 2.051728 2.051728 3.177016 0.1101687
2149 0.1754909 0 0.06662295 0 0.01972816 0.4310303 0 0.06576052 0.06576052 0 0
2150 0.02770909 0 0.07328525 0 0.7496699 0 0.1077576 0 0 0 0
2151 0 0 0 0 0 0 0 0 0 0 0
2152 0 0 0 0 0.05918447 0.3540606 0.01539394 0 0 0 0
2153 0.1200727 0 0 0 0.01972816 1.508606 0 0.1512492 0.1512492 0 0
2154 11.76713 2.767724 9.387174 0.7366 16.13763 10.94509 18.59588 6.84567 6.84567 0.4999365 5.557398
2155 2.798618 12.96276 20.16011 9.3218 9.09468 24.92279 14.93212 10.36386 10.36386 8.853714 9.707084
2156 7.139709 23.19283 7.475095 7.4422 9.686524 9.020849 6.52703 12.30379 12.30379 7.611937 12.92646
2157 24.91047 21.10828 23.15148 15.7988 21.95744 23.24485 16.48691 30.61152 30.61152 30.7219 19.87933
2158 2.604655 18.16538 0.3197902 22.6822 4.991223 3.448243 0.2770909 0.9140712 0.9140712 0.2419048 23.74747
2159 32.35498 23.84097 26.88236 31.1404 22.90439 45.16582 25.60012 34.6821 34.6821 37.18883 32.9894
2160 0.1570182 1.629103 4.477062 0.0508 5.306874 11.99188 12.86933 0.4077152 0.4077152 0.1612698 0
2161 0.01847273 0 0 0 0.9666796 0 0.0769697 0 0 0.08063492 0.1346506
2162 8.386618 2.557517 4.343816 3.3528 1.538796 0 3.679152 18.24854 18.24854 7.257143 2.827663
2163 0.05541818 0.1051035 0.586282 0 0 0 0 0.01972816 0.01972816 0 0
2164 1.690255 0 2.005351 0.0254 0.4537476 1.216121 0.09236364 0 0 0 0
2165 0 0 0 0 0 0 0 0 0 0 0
2166 0 0 0 0 0 0 0 0 0 0 0
2167 0 0 0 0 0 0 0 0 0 0 0
